Date,StageHeight_FW,Inundated?,StageHeight_Ist,Estimated_Inundation?,Inundation
6/6/2014,13.22,No,3.11,No,FALSE
6/7/2014,13.16,No,3.1,No,FALSE
6/8/2014,13.13,No,2.99,No,FALSE
6/9/2014,13.16,No,3.14,No,FALSE
6/10/2014,13.16,No,3.66,No,FALSE
6/11/2014,13.1,No,4.09,No,FALSE
6/12/2014,13.08,No,3.97,No,FALSE
6/13/2014,13.07,No,3.6,No,FALSE
6/14/2014,13.02,No,3.32,No,FALSE
6/15/2014,13.3,No,3.56,No,FALSE
6/16/2014,13.55,No,3.68,No,FALSE
6/17/2014,13.63,No,3.41,No,FALSE
6/18/2014,13.6,No,3.19,No,FALSE
6/19/2014,13.53,No,3.17,No,FALSE
6/20/2014,13.5,No,3.2,No,FALSE
6/21/2014,13.64,No,3.39,No,FALSE
6/22/2014,13.78,No,3.46,No,FALSE
6/23/2014,14.16,No,3.6,No,FALSE
6/24/2014,14.44,No,3.78,No,FALSE
6/25/2014,14.65,No,3.96,No,FALSE
6/26/2014,14.75,No,3.94,No,FALSE
6/27/2014,14.81,No,3.86,No,FALSE
6/28/2014,14.68,No,3.77,No,FALSE
6/29/2014,14.57,No,3.59,No,FALSE
6/30/2014,14.33,No,3.57,No,FALSE
7/1/2014,14.12,No,3.88,No,FALSE
7/2/2014,13.97,No,3.7,No,FALSE
7/3/2014,13.91,No,3.39,No,FALSE
7/4/2014,13.74,No,3.29,No,FALSE
7/5/2014,13.6,No,3.2,No,FALSE
7/6/2014,13.55,No,3.19,No,FALSE
7/7/2014,13.61,No,3.42,No,FALSE
7/8/2014,13.75,No,3.68,No,FALSE
7/9/2014,13.83,No,3.97,No,FALSE
7/10/2014,13.87,No,4.16,No,FALSE
7/11/2014,13.89,No,4.21,No,FALSE
7/12/2014,13.91,No,4.04,No,FALSE
7/13/2014,13.84,No,3.87,No,FALSE
7/14/2014,13.91,No,3.85,No,FALSE
7/15/2014,13.96,No,3.97,No,FALSE
7/16/2014,13.97,No,3.88,No,FALSE
7/17/2014,13.93,No,3.75,No,FALSE
7/18/2014,13.89,No,3.58,No,FALSE
7/19/2014,13.88,No,3.47,No,FALSE
7/20/2014,13.85,No,3.57,No,FALSE
7/21/2014,13.92,No,3.69,No,FALSE
7/22/2014,14.03,No,3.73,No,FALSE
7/23/2014,14.13,No,3.73,No,FALSE
7/24/2014,14.25,No,3.64,No,FALSE
7/25/2014,14.35,No,3.61,No,FALSE
7/26/2014,14.26,No,3.58,No,FALSE
7/27/2014,14.15,No,3.58,No,FALSE
7/28/2014,14.15,No,3.68,No,FALSE
7/29/2014,14.25,No,3.49,No,FALSE
7/30/2014,14.3,No,3.41,No,FALSE
7/31/2014,14.15,No,3.32,No,FALSE
8/1/2014,13.97,No,3.19,No,FALSE
8/2/2014,13.83,No,3.21,No,FALSE
8/3/2014,13.76,No,3.19,No,FALSE
8/4/2014,13.8,No,3.22,No,FALSE
8/5/2014,13.91,No,3.24,No,FALSE
8/6/2014,14.15,No,3.25,No,FALSE
8/7/2014,14.49,No,3.7,No,FALSE
8/8/2014,14.84,No,3.91,No,FALSE
8/9/2014,14.97,No,3.95,No,FALSE
8/10/2014,15,No,3.89,No,FALSE
8/11/2014,14.78,No,3.75,No,FALSE
8/12/2014,14.44,No,3.73,No,FALSE
8/13/2014,14.36,No,3.54,No,FALSE
8/14/2014,14.34,No,3.37,No,FALSE
8/15/2014,14.07,No,3.28,No,FALSE
8/16/2014,13.78,No,3.19,No,FALSE
8/17/2014,13.7,No,3.22,No,FALSE
8/18/2014,13.62,No,3.36,No,FALSE
8/19/2014,13.59,No,3.5,No,FALSE
8/20/2014,13.64,No,3.63,No,FALSE
8/21/2014,13.67,No,3.44,No,FALSE
8/22/2014,13.67,No,3.53,No,FALSE
8/23/2014,13.87,No,3.54,No,FALSE
8/24/2014,13.84,No,3.64,No,FALSE
8/25/2014,13.86,No,3.7,No,FALSE
8/26/2014,13.93,No,3.49,No,FALSE
8/27/2014,13.99,No,3.3,No,FALSE
8/28/2014,14.08,No,3.28,No,FALSE
8/29/2014,14.19,No,3.34,No,FALSE
8/30/2014,14.41,No,3.36,No,FALSE
8/31/2014,14.54,No,3.35,No,FALSE
9/1/2014,14.56,No,3.25,No,FALSE
9/2/2014,14.51,No,3.44,No,FALSE
9/3/2014,14.5,No,3.62,No,FALSE
9/4/2014,14.58,No,3.83,No,FALSE
9/5/2014,14.66,No,3.97,No,FALSE
9/6/2014,14.68,No,3.85,No,FALSE
9/7/2014,14.68,No,3.81,No,FALSE
9/8/2014,14.61,No,3.85,No,FALSE
9/9/2014,14.53,No,3.68,No,FALSE
9/10/2014,14.49,No,3.53,No,FALSE
9/11/2014,14.54,No,3.57,No,FALSE
9/12/2014,14.49,No,3.61,No,FALSE
9/13/2014,14.41,No,3.6,No,FALSE
9/14/2014,14.27,No,3.58,No,FALSE
9/15/2014,14.17,No,3.51,No,FALSE
9/16/2014,14.08,No,3.4,No,FALSE
9/17/2014,14.01,No,3.43,No,FALSE
9/18/2014,13.96,No,3.47,No,FALSE
9/19/2014,13.89,No,3.38,No,FALSE
9/20/2014,13.84,No,3.41,No,FALSE
9/21/2014,13.79,No,3.57,No,FALSE
9/22/2014,13.74,No,3.34,No,FALSE
9/23/2014,13.67,No,3.24,No,FALSE
9/24/2014,13.66,No,3.22,No,FALSE
9/25/2014,13.59,No,3.25,No,FALSE
9/26/2014,13.61,No,3.11,No,FALSE
9/27/2014,13.71,No,3.15,No,FALSE
9/28/2014,13.76,No,3.18,No,FALSE
9/29/2014,13.56,No,3.12,No,FALSE
9/30/2014,13.4,No,3.09,No,FALSE
10/1/2014,13.33,No,2.93,No,FALSE
10/2/2014,13.28,No,2.87,No,FALSE
10/3/2014,13.21,No,2.81,No,FALSE
10/4/2014,13.17,No,2.9,No,FALSE
10/5/2014,13.14,No,3.06,No,FALSE
10/6/2014,13.08,No,3.15,No,FALSE
10/7/2014,12.98,No,3.25,No,FALSE
10/8/2014,12.91,No,3.31,No,FALSE
10/9/2014,12.79,No,3.35,No,FALSE
10/10/2014,12.64,No,3.28,No,FALSE
10/11/2014,12.55,No,3.16,No,FALSE
10/12/2014,12.47,No,2.92,No,FALSE
10/13/2014,12.33,No,3.02,No,FALSE
10/14/2014,12.26,No,3.37,No,FALSE
10/15/2014,12.38,No,3.27,No,FALSE
10/16/2014,12.34,No,2.96,No,FALSE
10/17/2014,12.33,No,2.9,No,FALSE
10/18/2014,12.38,No,2.83,No,FALSE
10/19/2014,12.35,No,3,No,FALSE
10/20/2014,12.39,No,3.13,No,FALSE
10/21/2014,12.38,No,2.87,No,FALSE
10/22/2014,12.47,No,2.81,No,FALSE
10/23/2014,12.58,No,2.84,No,FALSE
10/24/2014,12.62,No,2.89,No,FALSE
10/25/2014,12.69,No,3.3,No,FALSE
10/26/2014,12.8,No,3.04,No,FALSE
10/27/2014,12.8,No,2.86,No,FALSE
10/28/2014,13.08,No,2.84,No,FALSE
10/29/2014,13.13,No,2.85,No,FALSE
10/30/2014,12.98,No,2.8,No,FALSE
10/31/2014,13.02,No,3.02,No,FALSE
11/1/2014,13.09,No,3.1,No,FALSE
11/2/2014,13.27,No,2.93,No,FALSE
11/3/2014,13.66,No,2.98,No,FALSE
11/4/2014,13.81,No,2.92,No,FALSE
11/5/2014,13.7,No,2.62,No,FALSE
11/6/2014,13.73,No,2.91,No,FALSE
11/7/2014,13.82,No,3.21,No,FALSE
11/8/2014,13.72,No,3.51,No,FALSE
11/9/2014,13.6,No,3.82,No,FALSE
11/10/2014,13.57,No,4.12,No,FALSE
11/11/2014,13.61,No,4.43,No,FALSE
11/12/2014,13.64,No,4.73,No,FALSE
11/13/2014,13.6,No,5.03,No,FALSE
11/14/2014,13.64,No,5.34,No,FALSE
11/15/2014,13.65,No,5.64,No,FALSE
11/16/2014,13.66,No,5.94,No,FALSE
11/17/2014,13.66,No,6.25,No,FALSE
11/18/2014,13.67,No,6.55,No,FALSE
11/19/2014,13.7,No,6.86,No,FALSE
11/20/2014,13.76,No,7.16,No,FALSE
11/21/2014,13.84,No,7.46,No,FALSE
11/22/2014,13.76,No,7.77,No,FALSE
11/23/2014,13.86,No,8.07,No,FALSE
11/24/2014,14.09,No,8.38,No,FALSE
11/25/2014,14.46,No,8.68,No,FALSE
11/26/2014,14.33,No,8.98,No,FALSE
11/27/2014,14.09,No,9.29,No,FALSE
11/28/2014,13.81,No,9.59,No,FALSE
11/29/2014,13.73,No,9.9,No,FALSE
11/30/2014,13.76,No,10.2,No,FALSE
12/1/2014,14.03,No,10.5,No,FALSE
12/2/2014,15.02,No,10.81,No,FALSE
12/3/2014,16.22,No,11.11,No,FALSE
12/4/2014,17.51,No,11.42,No,FALSE
12/5/2014,23.24,No,11.72,No,FALSE
12/6/2014,24.62,No,12.02,No,FALSE
12/7/2014,23.43,No,12.33,No,FALSE
12/8/2014,23.24,No,12.63,No,FALSE
12/9/2014,21.62,No,12.94,No,FALSE
12/10/2014,19.37,No,13.24,No,FALSE
12/11/2014,18.26,No,13.54,No,FALSE
12/12/2014,23.42,No,13.85,No,FALSE
12/13/2014,30.05,No,14.15,No,FALSE
12/14/2014,31.63,No,14.46,No,FALSE
12/15/2014,33.1,Yes,14.76,No,TRUE
12/16/2014,32.3,Yes,15.06,No,TRUE
12/17/2014,31.49,No,15.27,No,FALSE
12/18/2014,31.66,No,15.03,No,FALSE
12/19/2014,31.72,No,15.21,No,FALSE
12/20/2014,31.7,No,15.33,No,FALSE
12/21/2014,32,Yes,15.26,No,FALSE
12/22/2014,32.01,Yes,15.35,No,TRUE
12/23/2014,31.61,No,15.06,No,FALSE
12/24/2014,30.3,No,14.16,No,FALSE
12/25/2014,28.14,No,12.36,No,FALSE
12/26/2014,26,No,10.33,No,FALSE
12/27/2014,24.49,No,8.72,No,FALSE
12/28/2014,23.29,No,7.22,No,FALSE
12/29/2014,22.26,No,6.11,No,FALSE
12/30/2014,21.27,No,5.51,No,FALSE
12/31/2014,20.24,No,4.9,No,FALSE
1/1/2015,19.29,No,4.42,No,FALSE
1/2/2015,18.56,No,3.46,No,FALSE
1/3/2015,17.97,No,2.89,No,FALSE
1/4/2015,17.51,No,3.22,No,FALSE
1/5/2015,17.13,No,3.26,No,FALSE
1/6/2015,16.76,No,3.66,No,FALSE
1/7/2015,16.46,No,3.93,No,FALSE
1/8/2015,16.19,No,3.87,No,FALSE
1/9/2015,16.07,No,3.79,No,FALSE
1/10/2015,15.89,No,3.67,No,FALSE
1/11/2015,15.77,No,3.54,No,FALSE
1/12/2015,15.59,No,3.3,No,FALSE
1/13/2015,15.44,No,3.14,No,FALSE
1/14/2015,15.21,No,3.08,No,FALSE
1/15/2015,15.03,No,3.15,No,FALSE
1/16/2015,14.9,No,3.3,No,FALSE
1/17/2015,14.88,No,3.39,No,FALSE
1/18/2015,14.83,No,3.42,No,FALSE
1/19/2015,14.83,No,3.39,No,FALSE
1/20/2015,14.81,No,3.43,No,FALSE
1/21/2015,14.82,No,3.43,No,FALSE
1/22/2015,14.79,No,3.2,No,FALSE
1/23/2015,14.73,No,3.09,No,FALSE
1/24/2015,14.62,No,3.04,No,FALSE
1/25/2015,14.56,No,3,No,FALSE
1/26/2015,14.55,No,3.1,No,FALSE
1/27/2015,14.56,No,3.21,No,FALSE
1/28/2015,14.67,No,3.19,No,FALSE
1/29/2015,14.58,No,3.26,No,FALSE
1/30/2015,14.57,No,3.39,No,FALSE
1/31/2015,14.56,No,3.41,No,FALSE
2/1/2015,14.45,No,3.32,No,FALSE
2/2/2015,14.49,No,3.2,No,FALSE
2/3/2015,14.45,No,3.16,No,FALSE
2/4/2015,14.53,No,3.24,No,FALSE
2/5/2015,14.65,No,3.49,No,FALSE
2/6/2015,14.98,No,3.96,No,FALSE
2/7/2015,15.76,No,4.6,No,FALSE
2/8/2015,20.93,No,5.56,No,FALSE
2/9/2015,26.33,No,9.16,No,FALSE
2/10/2015,27.31,No,10.05,No,FALSE
2/11/2015,27.64,No,10.43,No,FALSE
2/12/2015,26.98,No,10.42,No,FALSE
2/13/2015,25.26,No,9.61,No,FALSE
2/14/2015,23.55,No,8.44,No,FALSE
2/15/2015,22.08,No,7.4,No,FALSE
2/16/2015,20.72,No,6.49,No,FALSE
2/17/2015,19.52,No,5.84,No,FALSE
2/18/2015,18.7,No,5.25,No,FALSE
2/19/2015,18.14,No,4.82,No,FALSE
2/20/2015,17.79,No,4.61,No,FALSE
2/21/2015,17.52,No,4.51,No,FALSE
2/22/2015,17.14,No,4.35,No,FALSE
2/23/2015,16.73,No,3.97,No,FALSE
2/24/2015,16.32,No,3.78,No,FALSE
2/25/2015,15.98,No,3.64,No,FALSE
2/26/2015,15.89,No,3.69,No,FALSE
2/27/2015,15.8,No,3.79,No,FALSE
2/28/2015,15.61,No,3.79,No,FALSE
3/1/2015,15.48,No,3.51,No,FALSE
3/2/2015,15.18,No,3.53,No,FALSE
3/3/2015,14.9,No,3.38,No,FALSE
3/4/2015,14.81,No,3.29,No,FALSE
3/5/2015,14.73,No,3.04,No,FALSE
3/6/2015,14.58,No,2.91,No,FALSE
3/7/2015,14.32,No,2.92,No,FALSE
3/8/2015,14.12,No,2.95,No,FALSE
3/9/2015,14.07,No,2.98,No,FALSE
3/10/2015,14.01,No,2.99,No,FALSE
3/11/2015,14.01,No,3.04,No,FALSE
3/12/2015,14.02,No,2.81,No,FALSE
3/13/2015,13.87,No,2.82,No,FALSE
3/14/2015,13.71,No,2.83,No,FALSE
3/15/2015,13.72,No,3.09,No,FALSE
3/16/2015,13.78,No,3.03,No,FALSE
3/17/2015,13.66,No,3.08,No,FALSE
3/18/2015,13.6,No,2.95,No,FALSE
3/19/2015,13.59,No,2.93,No,FALSE
3/20/2015,13.36,No,2.96,No,FALSE
3/21/2015,13.24,No,2.95,No,FALSE
3/22/2015,13.16,No,2.96,No,FALSE
3/23/2015,13.1,No,2.91,No,FALSE
3/24/2015,12.99,No,2.79,No,FALSE
3/25/2015,13,No,2.62,No,FALSE
3/26/2015,13.07,No,2.55,No,FALSE
3/27/2015,13,No,2.63,No,FALSE
3/28/2015,12.81,No,2.47,No,FALSE
3/29/2015,12.58,No,2.49,No,FALSE
3/30/2015,12.46,No,2.66,No,FALSE
3/31/2015,12.47,No,2.74,No,FALSE
4/1/2015,12.51,No,2.34,No,FALSE
4/2/2015,12.49,No,2.08,No,FALSE
4/3/2015,12.44,No,2.19,No,FALSE
4/4/2015,12.69,No,2.5,No,FALSE
4/5/2015,13.11,No,2.77,No,FALSE
4/6/2015,13.17,No,2.73,No,FALSE
4/7/2015,13.11,No,3.12,No,FALSE
4/8/2015,13.35,No,2.88,No,FALSE
4/9/2015,13.43,No,2.65,No,FALSE
4/10/2015,13.32,No,2.7,No,FALSE
4/11/2015,13.26,No,2.68,No,FALSE
4/12/2015,13.16,No,2.49,No,FALSE
4/13/2015,13.02,No,2.67,No,FALSE
4/14/2015,12.87,No,2.38,No,FALSE
4/15/2015,12.73,No,2.02,No,FALSE
4/16/2015,12.54,No,2.17,No,FALSE
4/17/2015,12.39,No,2.43,No,FALSE
4/18/2015,12.21,No,2.63,No,FALSE
4/19/2015,12.19,No,2.93,No,FALSE
4/20/2015,12.45,No,3.2,No,FALSE
4/21/2015,12.51,No,3.33,No,FALSE
4/22/2015,12.34,No,2.91,No,FALSE
4/23/2015,12.07,No,2.83,No,FALSE
4/24/2015,11.95,No,2.93,No,FALSE
4/25/2015,12.04,No,2.85,No,FALSE
4/26/2015,12.44,No,2.49,No,FALSE
4/27/2015,12.73,No,2.3,No,FALSE
4/28/2015,12.76,No,2.49,No,FALSE
4/29/2015,12.76,No,2.53,No,FALSE
4/30/2015,12.63,No,2.48,No,FALSE
5/1/2015,12.47,No,2.6,No,FALSE
5/2/2015,12.17,No,2.94,No,FALSE
5/3/2015,12.1,No,3.23,No,FALSE
5/4/2015,12.17,No,3.28,No,FALSE
5/5/2015,12.26,No,3.04,No,FALSE
5/6/2015,12.35,No,3.01,No,FALSE
5/7/2015,12.39,No,2.98,No,FALSE
5/8/2015,12.49,No,2.96,No,FALSE
5/9/2015,12.44,No,2.92,No,FALSE
5/10/2015,12.47,No,2.88,No,FALSE
5/11/2015,12.61,No,2.99,No,FALSE
5/12/2015,12.73,No,2.98,No,FALSE
5/13/2015,12.86,No,2.95,No,FALSE
5/14/2015,12.97,No,2.97,No,FALSE
5/15/2015,12.99,No,3.1,No,FALSE
5/16/2015,13.09,No,3.11,No,FALSE
5/17/2015,13.17,No,3.21,No,FALSE
5/18/2015,13.35,No,3.39,No,FALSE
5/19/2015,13.59,No,3.45,No,FALSE
5/20/2015,13.78,No,3.55,No,FALSE
5/21/2015,13.78,No,3.55,No,FALSE
5/22/2015,13.6,No,3.27,No,FALSE
5/23/2015,13.61,No,3.01,No,FALSE
5/24/2015,13.76,No,2.92,No,FALSE
5/25/2015,13.92,No,3.02,No,FALSE
5/26/2015,13.8,No,3.08,No,FALSE
5/27/2015,13.58,No,3.03,No,FALSE
5/28/2015,13.35,No,2.95,No,FALSE
5/29/2015,13.04,No,2.98,No,FALSE
5/30/2015,12.71,No,2.98,No,FALSE
5/31/2015,12.54,No,3.2,No,FALSE
6/1/2015,12.53,No,3.32,No,FALSE
6/2/2015,12.52,No,3.25,No,FALSE
6/3/2015,12.55,No,3.32,No,FALSE
6/4/2015,12.67,No,3.32,No,FALSE
6/5/2015,12.68,No,3.4,No,FALSE
6/6/2015,12.75,No,3.42,No,FALSE
6/7/2015,12.71,No,3.22,No,FALSE
6/8/2015,12.62,No,3.07,No,FALSE
6/9/2015,12.5,No,3.32,No,FALSE
6/10/2015,12.37,No,3.07,No,FALSE
6/11/2015,12.24,No,2.96,No,FALSE
6/12/2015,12.21,No,3.19,No,FALSE
6/13/2015,12.18,No,3.49,No,FALSE
6/14/2015,12.1,No,3.65,No,FALSE
6/15/2015,12,No,3.59,No,FALSE
6/16/2015,11.9,No,3.34,No,FALSE
6/17/2015,11.77,No,3.21,No,FALSE
6/18/2015,11.73,No,3.24,No,FALSE
6/19/2015,11.72,No,3.06,No,FALSE
6/20/2015,11.67,No,2.95,No,FALSE
6/21/2015,11.71,No,3.05,No,FALSE
6/22/2015,11.79,No,2.8,No,FALSE
6/23/2015,11.82,No,2.7,No,FALSE
6/24/2015,11.8,No,2.76,No,FALSE
6/25/2015,11.74,No,2.82,No,FALSE
6/26/2015,11.71,No,2.96,No,FALSE
6/27/2015,11.65,No,3.23,No,FALSE
6/28/2015,11.62,No,3.23,No,FALSE
6/29/2015,11.66,No,3.24,No,FALSE
6/30/2015,11.66,No,3.12,No,FALSE
7/1/2015,11.7,No,3.29,No,FALSE
7/2/2015,11.77,No,3.47,No,FALSE
7/3/2015,11.92,No,3.57,No,FALSE
7/4/2015,11.9,No,3.62,No,FALSE
7/5/2015,11.93,No,3.8,No,FALSE
7/6/2015,11.98,No,3.55,No,FALSE
7/7/2015,11.96,No,3.31,No,FALSE
7/8/2015,11.99,No,3.36,No,FALSE
7/9/2015,12.12,No,3.39,No,FALSE
7/10/2015,12.24,No,3.29,No,FALSE
7/11/2015,12.28,No,3.42,No,FALSE
7/12/2015,12.32,No,3.61,No,FALSE
7/13/2015,12.36,No,3.6,No,FALSE
7/14/2015,12.42,No,3.65,No,FALSE
7/15/2015,12.47,No,3.61,No,FALSE
7/16/2015,12.55,No,3.76,No,FALSE
7/17/2015,12.66,No,3.83,No,FALSE
7/18/2015,12.65,No,3.88,No,FALSE
7/19/2015,12.53,No,3.45,No,FALSE
7/20/2015,12.29,No,3.28,No,FALSE
7/21/2015,12.18,No,3.43,No,FALSE
7/22/2015,12.11,No,3.51,No,FALSE
7/23/2015,12.17,No,3.33,No,FALSE
7/24/2015,12.18,No,3.01,No,FALSE
7/25/2015,12.14,No,2.99,No,FALSE
7/26/2015,12.17,No,3.26,No,FALSE
7/27/2015,12.25,No,3.37,No,FALSE
7/28/2015,12.27,No,3.39,No,FALSE
7/29/2015,12.27,No,3.5,No,FALSE
7/30/2015,12.31,No,3.78,No,FALSE
7/31/2015,12.34,No,3.76,No,FALSE
8/1/2015,12.34,No,3.72,No,FALSE
8/2/2015,12.29,No,3.63,No,FALSE
8/3/2015,12.29,No,3.56,No,FALSE
8/4/2015,12.27,No,3.36,No,FALSE
8/5/2015,12.3,No,3.12,No,FALSE
8/6/2015,12.35,No,3.14,No,FALSE
8/7/2015,12.4,No,3.37,No,FALSE
8/8/2015,12.45,No,3.39,No,FALSE
8/9/2015,12.55,No,3.31,No,FALSE
8/10/2015,12.63,No,3.52,No,FALSE
8/11/2015,12.78,No,3.52,No,FALSE
8/12/2015,12.82,No,3.42,No,FALSE
8/13/2015,12.88,No,3.42,No,FALSE
8/14/2015,12.79,No,3.24,No,FALSE
8/15/2015,12.72,No,2.88,No,FALSE
8/16/2015,12.71,No,2.8,No,FALSE
8/17/2015,12.73,No,2.91,No,FALSE
8/18/2015,12.67,No,3.21,No,FALSE
8/19/2015,12.82,No,3.24,No,FALSE
8/20/2015,12.91,No,3.16,No,FALSE
8/21/2015,12.82,No,3.1,No,FALSE
8/22/2015,12.8,No,3.08,No,FALSE
8/23/2015,12.9,No,3.16,No,FALSE
8/24/2015,13.49,No,3.27,No,FALSE
8/25/2015,14.18,No,3.38,No,FALSE
8/26/2015,14.08,No,3.4,No,FALSE
8/27/2015,14.21,No,3.39,No,FALSE
8/28/2015,14.23,No,3.45,No,FALSE
8/29/2015,14.24,No,3.54,No,FALSE
8/30/2015,14.24,No,3.41,No,FALSE
8/31/2015,14.26,No,3.3,No,FALSE
9/1/2015,14.23,No,3.34,No,FALSE
9/2/2015,14.32,No,3.45,No,FALSE
9/3/2015,14.33,No,3.38,No,FALSE
9/4/2015,14.37,No,3.3,No,FALSE
9/5/2015,14.35,No,3.09,No,FALSE
9/6/2015,14.43,No,3.05,No,FALSE
9/7/2015,14.44,No,3.13,No,FALSE
9/8/2015,14.41,No,3.19,No,FALSE
9/9/2015,14.38,No,3.27,No,FALSE
9/10/2015,14.39,No,3.35,No,FALSE
9/11/2015,14.44,No,3.32,No,FALSE
9/12/2015,14.41,No,3.43,No,FALSE
9/13/2015,14.25,No,3.43,No,FALSE
9/14/2015,14.2,No,3.72,No,FALSE
9/15/2015,14.35,No,3.67,No,FALSE
9/16/2015,14.45,No,3.47,No,FALSE
9/17/2015,14.47,No,3.19,No,FALSE
9/18/2015,14.49,No,3.17,No,FALSE
9/19/2015,14.45,No,3.18,No,FALSE
9/20/2015,14.52,No,3.21,No,FALSE
9/21/2015,14.44,No,3.34,No,FALSE
9/22/2015,14.42,No,3.7,No,FALSE
9/23/2015,14.41,No,3.48,No,FALSE
9/24/2015,14.38,No,3.3,No,FALSE
9/25/2015,14.31,No,3.36,No,FALSE
9/26/2015,14.36,No,3.47,No,FALSE
9/27/2015,14.33,No,3.52,No,FALSE
9/28/2015,14.27,No,3.59,No,FALSE
9/29/2015,14.14,No,3.65,No,FALSE
9/30/2015,14.19,No,3.51,No,FALSE
10/1/2015,14.13,No,3.37,No,FALSE
10/2/2015,14.17,No,3.26,No,FALSE
10/3/2015,14.22,No,3.42,No,FALSE
10/4/2015,14.17,No,3.5,No,FALSE
10/5/2015,14.13,No,3.4,No,FALSE
10/6/2015,14.11,No,3.24,No,FALSE
10/7/2015,14.13,No,3.1,No,FALSE
10/8/2015,14.09,No,3.01,No,FALSE
10/9/2015,14.07,No,3.03,No,FALSE
10/10/2015,14.07,No,3.14,No,FALSE
10/11/2015,14.09,No,3.14,No,FALSE
10/12/2015,13.99,No,3.09,No,FALSE
10/13/2015,13.92,No,3.12,No,FALSE
10/14/2015,13.86,No,3.27,No,FALSE
10/15/2015,13.87,No,3.42,No,FALSE
10/16/2015,13.86,No,3.47,No,FALSE
10/17/2015,13.84,No,3.6,No,FALSE
10/18/2015,13.82,No,3.46,No,FALSE
10/19/2015,13.84,No,3.22,No,FALSE
10/20/2015,13.86,No,2.98,No,FALSE
10/21/2015,13.84,No,2.96,No,FALSE
10/22/2015,13.88,No,3.08,No,FALSE
10/23/2015,13.8,No,3.17,No,FALSE
10/24/2015,13.67,No,3.12,No,FALSE
10/25/2015,13.55,No,3.18,No,FALSE
10/26/2015,13.4,No,3.1,No,FALSE
10/27/2015,13.31,No,3.09,No,FALSE
10/28/2015,13.25,No,3.15,No,FALSE
10/29/2015,13.2,No,3.09,No,FALSE
10/30/2015,13.23,No,2.97,No,FALSE
10/31/2015,13.3,No,2.92,No,FALSE
11/1/2015,13.23,No,2.98,No,FALSE
11/2/2015,,N/A,2.93,No,FALSE
11/3/2015,13.14,No,2.75,No,FALSE
11/4/2015,13.06,No,2.45,No,FALSE
11/5/2015,12.93,No,2.33,No,FALSE
11/6/2015,12.81,No,2.26,No,FALSE
11/7/2015,12.73,No,2.36,No,FALSE
11/8/2015,12.7,No,2.65,No,FALSE
11/9/2015,12.79,No,2.91,No,FALSE
11/10/2015,12.92,No,2.77,No,FALSE
11/11/2015,12.94,No,2.51,No,FALSE
11/12/2015,13.01,No,2.58,No,FALSE
11/13/2015,13.07,No,2.72,No,FALSE
11/14/2015,13.19,No,2.79,No,FALSE
11/15/2015,13.12,No,3.29,No,FALSE
11/16/2015,13.05,No,2.71,No,FALSE
11/17/2015,12.93,No,2.22,No,FALSE
11/18/2015,12.88,No,2.19,No,FALSE
11/19/2015,12.84,No,2.25,No,FALSE
11/20/2015,12.65,No,2.29,No,FALSE
11/21/2015,12.62,No,2.42,No,FALSE
11/22/2015,12.57,No,2.59,No,FALSE
11/23/2015,12.57,No,2.93,No,FALSE
11/24/2015,12.64,No,3.32,No,FALSE
11/25/2015,12.81,No,3.28,No,FALSE
11/26/2015,12.82,No,3.04,No,FALSE
11/27/2015,12.82,No,2.91,No,FALSE
11/28/2015,12.83,No,2.93,No,FALSE
11/29/2015,12.87,No,2.91,No,FALSE
11/30/2015,12.87,No,2.8,No,FALSE
12/1/2015,12.87,No,2.67,No,FALSE
12/2/2015,12.99,No,2.58,No,FALSE
12/3/2015,13.15,No,2.86,No,FALSE
12/4/2015,13.2,No,2.95,No,FALSE
12/5/2015,13.42,No,2.69,No,FALSE
12/6/2015,13.67,No,2.89,No,FALSE
12/7/2015,13.82,No,3,No,FALSE
12/8/2015,13.9,No,3.07,No,FALSE
12/9/2015,13.97,No,3.18,No,FALSE
12/10/2015,14.08,No,3.71,No,FALSE
12/11/2015,14.22,No,3.81,No,FALSE
12/12/2015,14.89,No,3.63,No,FALSE
12/13/2015,15.77,No,4.08,No,FALSE
12/14/2015,15.41,No,3.67,No,FALSE
12/15/2015,15.4,No,3.16,No,FALSE
12/16/2015,16.15,No,3.36,No,FALSE
12/17/2015,15.16,No,3.16,No,FALSE
12/18/2015,14.37,No,3.01,No,FALSE
12/19/2015,14.07,No,3.26,No,FALSE
12/20/2015,15.2,No,3.33,No,FALSE
12/21/2015,18.38,No,4.44,No,FALSE
12/22/2015,17.9,No,5.03,No,FALSE
12/23/2015,20.31,No,5.53,No,FALSE
12/24/2015,23.46,No,6.78,No,FALSE
12/25/2015,21.77,No,5.64,No,FALSE
12/26/2015,19.35,No,5.1,No,FALSE
12/27/2015,17.11,No,4.03,No,FALSE
12/28/2015,15.97,No,3.75,No,FALSE
12/29/2015,15.36,No,3.48,No,FALSE
12/30/2015,14.72,No,2.99,No,FALSE
12/31/2015,14.39,No,2.69,No,FALSE
1/1/2016,14.02,No,2.57,No,FALSE
1/2/2016,13.76,No,2.51,No,FALSE
1/3/2016,13.63,No,2.72,No,FALSE
1/4/2016,13.56,No,3.14,No,FALSE
1/5/2016,13.73,No,3.91,No,FALSE
1/6/2016,14.27,No,4.03,No,FALSE
1/7/2016,20.03,No,5.22,No,FALSE
