Date,StageHeight_FW,Inundated?,StageHeight_Ist,Estimated_Inundation?,Inundation
3/31/2011,35.65,Yes,22.28,Yes,TRUE
4/1/2011,35.5,Yes,21.92,Yes,TRUE
4/2/2011,35.44,Yes,21.82,Yes,TRUE
4/3/2011,35.37,Yes,21.75,Yes,TRUE
4/4/2011,35.35,Yes,21.68,Yes,TRUE
4/5/2011,35.21,Yes,21.56,Yes,TRUE
4/6/2011,35,Yes,21.3,Yes,TRUE
4/7/2011,34.83,Yes,21.07,Yes,TRUE
4/8/2011,34.61,Yes,20.84,Yes,TRUE
4/9/2011,34.25,Yes,20.46,Yes,TRUE
4/10/2011,33.38,Yes,19.73,Yes,TRUE
4/11/2011,32.28,Yes,18.76,Yes,TRUE
4/12/2011,31.08,No,17.69,Yes,TRUE
4/13/2011,29.58,No,16.48,No,FALSE
4/14/2011,28.16,No,15.23,No,FALSE
4/15/2011,27.19,No,14.29,No,FALSE
4/16/2011,26.14,No,13.44,No,FALSE
4/17/2011,25.31,No,12.73,No,FALSE
4/18/2011,24.56,No,12.13,No,FALSE
4/19/2011,24.58,No,11.88,No,FALSE
4/20/2011,25.22,No,12.26,No,FALSE
4/21/2011,25.76,No,12.71,No,FALSE
4/22/2011,26.95,No,13.59,No,FALSE
4/23/2011,28.06,No,14.63,No,FALSE
4/24/2011,27.61,No,14.67,No,FALSE
4/25/2011,26.86,No,14.07,No,FALSE
4/26/2011,26.78,No,13.82,No,FALSE
4/27/2011,26.76,No,13.68,No,FALSE
4/28/2011,26.37,No,13.38,No,FALSE
4/29/2011,25.36,No,12.69,No,FALSE
4/30/2011,24.54,No,11.93,No,FALSE
5/1/2011,23.65,No,11.24,No,FALSE
5/2/2011,23.09,No,10.82,No,FALSE
5/3/2011,22.59,No,10.51,No,FALSE
5/4/2011,22.17,No,10.18,No,FALSE
5/5/2011,22.1,No,10.16,No,FALSE
5/6/2011,22.24,No,10.34,No,FALSE
5/7/2011,22.51,No,10.43,No,FALSE
5/8/2011,22.79,No,10.59,No,FALSE
5/9/2011,22.93,No,10.59,No,FALSE
5/10/2011,22.96,No,10.56,No,FALSE
5/11/2011,22.74,No,10.49,No,FALSE
5/12/2011,22.44,No,10.29,No,FALSE
5/13/2011,22.35,No,10.16,No,FALSE
5/14/2011,22.18,No,10.21,No,FALSE
5/15/2011,22.28,No,10.39,No,FALSE
5/16/2011,22.53,No,10.56,No,FALSE
5/17/2011,22.85,No,10.83,No,FALSE
5/18/2011,23.39,No,11.25,No,FALSE
5/19/2011,24.75,No,11.74,No,FALSE
5/20/2011,25.49,No,12.23,No,FALSE
5/21/2011,25.18,No,12.16,No,FALSE
5/22/2011,24.74,No,11.83,No,FALSE
5/23/2011,24.39,No,11.5,No,FALSE
5/24/2011,23.92,No,11.13,No,FALSE
5/25/2011,23.49,No,10.63,No,FALSE
5/26/2011,23.65,No,10.29,No,FALSE
5/27/2011,24.05,No,10.28,No,FALSE
5/28/2011,24.14,No,10.32,No,FALSE
5/29/2011,24.2,No,10.41,No,FALSE
5/30/2011,24.28,No,10.46,No,FALSE
5/31/2011,24.26,No,10.47,No,FALSE
6/1/2011,24.15,No,10.48,No,FALSE
6/2/2011,24.11,No,10.48,No,FALSE
6/3/2011,24.29,No,10.99,No,FALSE
6/4/2011,24.58,No,11.22,No,FALSE
6/5/2011,25.24,No,11.5,No,FALSE
6/6/2011,26.23,No,12.01,No,FALSE
6/7/2011,28.08,No,13.22,No,FALSE
6/8/2011,29.03,No,14.47,No,FALSE
6/9/2011,29.27,No,14.92,No,FALSE
6/10/2011,28.95,No,15.18,No,FALSE
6/11/2011,28.04,No,15.07,No,FALSE
6/12/2011,27.14,No,14.59,No,FALSE
6/13/2011,26.18,No,13.94,No,FALSE
6/14/2011,25.37,No,13.27,No,FALSE
6/15/2011,25.19,No,13.05,No,FALSE
6/16/2011,25.42,No,13.54,No,FALSE
6/17/2011,25.41,No,13.84,No,FALSE
6/18/2011,25.23,No,13.69,No,FALSE
6/19/2011,24.53,No,13.2,No,FALSE
6/20/2011,24.16,No,12.92,No,FALSE
6/21/2011,23.77,No,12.92,No,FALSE
6/22/2011,23.16,No,12.39,No,FALSE
6/23/2011,22.54,No,11.77,No,FALSE
6/24/2011,22.18,No,10.66,No,FALSE
6/25/2011,22.1,No,9.97,No,FALSE
6/26/2011,22.35,No,10.25,No,FALSE
6/27/2011,22.62,No,10.52,No,FALSE
6/28/2011,22.63,No,10.7,No,FALSE
6/29/2011,23.2,No,11.79,No,FALSE
6/30/2011,24.1,No,12.3,No,FALSE
7/1/2011,24.28,No,12.23,No,FALSE
7/2/2011,23.63,No,10.74,No,FALSE
7/3/2011,22.99,No,10.07,No,FALSE
7/4/2011,22.44,No,9.63,No,FALSE
7/5/2011,21.98,No,9.74,No,FALSE
7/6/2011,21.38,No,9.41,No,FALSE
7/7/2011,20.75,No,8.61,No,FALSE
7/8/2011,20.18,No,7.91,No,FALSE
7/9/2011,19.58,No,7.37,No,FALSE
7/10/2011,19.25,No,7.22,No,FALSE
7/11/2011,18.48,No,6.67,No,FALSE
7/12/2011,17.85,No,6.38,No,FALSE
7/13/2011,17.58,No,6.23,No,FALSE
7/14/2011,17.51,No,5.97,No,FALSE
7/15/2011,17.43,No,5.89,No,FALSE
7/16/2011,17.47,No,5.9,No,FALSE
7/17/2011,17.5,No,5.78,No,FALSE
7/18/2011,17.54,No,5.71,No,FALSE
7/19/2011,17.58,No,5.57,No,FALSE
7/20/2011,17.55,No,5.33,No,FALSE
7/21/2011,17.44,No,5.25,No,FALSE
7/22/2011,17.32,No,5.29,No,FALSE
7/23/2011,17.17,No,5.31,No,FALSE
7/24/2011,17.09,No,5.4,No,FALSE
7/25/2011,17.06,No,5.34,No,FALSE
7/26/2011,17.06,No,5.29,No,FALSE
7/27/2011,17.03,No,5.33,No,FALSE
7/28/2011,17,No,5.4,No,FALSE
7/29/2011,16.95,No,5.47,No,FALSE
7/30/2011,16.89,No,5.51,No,FALSE
7/31/2011,16.89,No,5.45,No,FALSE
8/1/2011,16.93,No,5.38,No,FALSE
8/2/2011,16.99,No,5.24,No,FALSE
8/3/2011,17.03,No,5.24,No,FALSE
8/4/2011,17.03,No,5.16,No,FALSE
8/5/2011,17.03,No,5,No,FALSE
8/6/2011,17.03,No,5.08,No,FALSE
8/7/2011,17.08,No,5.24,No,FALSE
8/8/2011,17.14,No,5.35,No,FALSE
8/9/2011,17.2,No,5.19,No,FALSE
8/10/2011,17.2,No,5.08,No,FALSE
8/11/2011,17.2,No,5.21,No,FALSE
8/12/2011,17.2,No,5.34,No,FALSE
8/13/2011,17.18,No,5.26,No,FALSE
8/14/2011,17.17,No,5.28,No,FALSE
8/15/2011,17.19,No,5.25,No,FALSE
8/16/2011,17.2,No,5.15,No,FALSE
8/17/2011,17.21,No,5.11,No,FALSE
8/18/2011,17.22,No,5.03,No,FALSE
8/19/2011,17.23,No,5.13,No,FALSE
8/20/2011,17.24,No,5.2,No,FALSE
8/21/2011,17.26,No,5.34,No,FALSE
8/22/2011,17.32,No,5.43,No,FALSE
8/23/2011,17.38,No,5.45,No,FALSE
8/24/2011,17.44,No,5.65,No,FALSE
8/25/2011,17.53,No,5.86,No,FALSE
8/26/2011,17.61,No,5.91,No,FALSE
8/27/2011,17.95,No,6.08,No,FALSE
8/28/2011,18.47,No,6.17,No,FALSE
8/29/2011,18.57,No,6.21,No,FALSE
8/30/2011,18.59,No,6.2,No,FALSE
8/31/2011,18.63,No,6.23,No,FALSE
9/1/2011,18.68,No,6.21,No,FALSE
9/2/2011,18.77,No,6.2,No,FALSE
9/3/2011,19.02,No,6.38,No,FALSE
9/4/2011,19.07,No,6.41,No,FALSE
9/5/2011,19.01,No,6.35,No,FALSE
9/6/2011,18.95,No,6.24,No,FALSE
9/7/2011,19,No,6.3,No,FALSE
9/8/2011,19.08,No,6.42,No,FALSE
9/9/2011,19.36,No,6.63,No,FALSE
9/10/2011,19.57,No,6.77,No,FALSE
9/11/2011,19.67,No,6.95,No,FALSE
9/12/2011,19.62,No,6.56,No,FALSE
9/13/2011,19.56,No,6.38,No,FALSE
9/14/2011,19.57,No,6.43,No,FALSE
9/15/2011,19.78,No,6.63,No,FALSE
9/16/2011,19.97,No,6.72,No,FALSE
9/17/2011,19.99,No,6.76,No,FALSE
9/18/2011,19.86,No,6.67,No,FALSE
9/19/2011,19.65,No,6.39,No,FALSE
9/20/2011,19.51,No,6.34,No,FALSE
9/21/2011,19.37,No,6.33,No,FALSE
9/22/2011,19.27,No,6.36,No,FALSE
9/23/2011,19.15,No,6.24,No,FALSE
9/24/2011,19.08,No,6.54,No,FALSE
9/25/2011,19.29,No,6.88,No,FALSE
9/26/2011,19.3,No,6.63,No,FALSE
9/27/2011,19.2,No,6.45,No,FALSE
9/28/2011,19.16,No,6.43,No,FALSE
9/29/2011,19.23,No,6.57,No,FALSE
9/30/2011,19.24,No,6.98,No,FALSE
10/1/2011,19.27,No,6.95,No,FALSE
10/2/2011,19.31,No,6.86,No,FALSE
10/3/2011,19.26,No,6.79,No,FALSE
10/4/2011,19.22,No,6.81,No,FALSE
10/5/2011,19.18,No,7.06,No,FALSE
10/6/2011,19.26,No,7.06,No,FALSE
10/7/2011,19.55,No,6.97,No,FALSE
10/8/2011,19.65,No,6.96,No,FALSE
10/9/2011,19.42,No,6.77,No,FALSE
10/10/2011,18.88,No,6.67,No,FALSE
10/11/2011,18.79,No,6.67,No,FALSE
10/12/2011,18.7,No,6.34,No,FALSE
10/13/2011,18.56,No,6.12,No,FALSE
10/14/2011,18.14,No,5.87,No,FALSE
10/15/2011,17.89,No,5.74,No,FALSE
10/16/2011,17.73,No,5.72,No,FALSE
10/17/2011,17.52,No,5.43,No,FALSE
10/18/2011,17.03,No,5.17,No,FALSE
10/19/2011,16.49,No,5.05,No,FALSE
10/20/2011,16.12,No,4.7,No,FALSE
10/21/2011,15.88,No,4.45,No,FALSE
10/22/2011,15.8,No,4.31,No,FALSE
10/23/2011,15.96,No,4.37,No,FALSE
10/24/2011,16,No,4.6,No,FALSE
10/25/2011,16.02,No,4.79,No,FALSE
10/26/2011,15.98,No,4.64,No,FALSE
10/27/2011,15.87,No,4.55,No,FALSE
10/28/2011,15.75,No,4.45,No,FALSE
10/29/2011,15.68,No,4.38,No,FALSE
10/30/2011,15.59,No,4.38,No,FALSE
10/31/2011,15.5,No,4.25,No,FALSE
11/1/2011,15.47,No,3.93,No,FALSE
11/2/2011,15.31,No,3.7,No,FALSE
11/3/2011,15.26,No,3.92,No,FALSE
11/4/2011,15.26,No,4,No,FALSE
11/5/2011,15.2,No,3.85,No,FALSE
11/6/2011,15.17,No,3.84,No,FALSE
11/7/2011,15.29,No,3.71,No,FALSE
11/8/2011,15.34,No,3.67,No,FALSE
11/9/2011,15.32,No,3.64,No,FALSE
11/10/2011,15.18,No,3.69,No,FALSE
11/11/2011,15.07,No,3.89,No,FALSE
11/12/2011,15.09,No,4.06,No,FALSE
11/13/2011,15.22,No,4.13,No,FALSE
11/14/2011,15.33,No,4.12,No,FALSE
11/15/2011,15.38,No,3.98,No,FALSE
11/16/2011,15.45,No,3.87,No,FALSE
11/17/2011,15.54,No,3.91,No,FALSE
11/18/2011,15.6,No,4.03,No,FALSE
11/19/2011,15.63,No,4,No,FALSE
11/20/2011,15.78,No,4.23,No,FALSE
11/21/2011,16.28,No,4.33,No,FALSE
11/22/2011,16.6,No,4.43,No,FALSE
11/23/2011,16.72,No,4.65,No,FALSE
11/24/2011,16.9,No,4.99,No,FALSE
11/25/2011,17.12,No,4.96,No,FALSE
11/26/2011,17.53,No,4.92,No,FALSE
11/27/2011,17.73,No,4.93,No,FALSE
11/28/2011,17.63,No,4.95,No,FALSE
11/29/2011,17.32,No,4.74,No,FALSE
11/30/2011,16.9,No,4.37,No,FALSE
12/1/2011,16.69,No,3.98,No,FALSE
12/2/2011,16.55,No,4.06,No,FALSE
12/3/2011,16.65,No,4.21,No,FALSE
12/4/2011,16.63,No,4.36,No,FALSE
12/5/2011,16.71,No,4.63,No,FALSE
12/6/2011,16.62,No,4.63,No,FALSE
12/7/2011,16.73,No,4.79,No,FALSE
12/8/2011,16.99,No,5.12,No,FALSE
12/9/2011,17.03,No,5.18,No,FALSE
12/10/2011,16.96,No,5.18,No,FALSE
12/11/2011,16.95,No,5.31,No,FALSE
12/12/2011,17.04,No,5.43,No,FALSE
12/13/2011,17.14,No,5.48,No,FALSE
12/14/2011,17.2,No,5.38,No,FALSE
12/15/2011,17.21,No,5.19,No,FALSE
12/16/2011,17.35,No,5.18,No,FALSE
12/17/2011,17.43,No,5.2,No,FALSE
12/18/2011,17.51,No,5.28,No,FALSE
12/19/2011,17.48,No,5.33,No,FALSE
12/20/2011,17.08,No,5.12,No,FALSE
12/21/2011,16.69,No,4.95,No,FALSE
12/22/2011,16.47,No,4.7,No,FALSE
12/23/2011,16.19,No,4.54,No,FALSE
12/24/2011,15.9,No,4.33,No,FALSE
12/25/2011,15.73,No,4.18,No,FALSE
12/26/2011,15.68,No,4.2,No,FALSE
12/27/2011,15.66,No,4.09,No,FALSE
12/28/2011,15.56,No,3.9,No,FALSE
12/29/2011,15.44,No,3.79,No,FALSE
12/30/2011,15.35,No,3.8,No,FALSE
12/31/2011,15.29,No,3.62,No,FALSE
1/1/2012,15.32,No,3.53,No,FALSE
1/2/2012,15.34,No,3.73,No,FALSE
1/3/2012,15.3,No,3.76,No,FALSE
1/4/2012,15.35,No,3.76,No,FALSE
1/5/2012,15.27,No,3.77,No,FALSE
1/6/2012,15.15,No,3.87,No,FALSE
1/7/2012,15.11,No,3.75,No,FALSE
1/8/2012,15.06,No,3.76,No,FALSE
1/9/2012,15.26,No,3.87,No,FALSE
1/10/2012,15.63,No,4.03,No,FALSE
1/11/2012,15.76,No,4.12,No,FALSE
1/12/2012,15.61,No,4.01,No,FALSE
1/13/2012,15.55,No,3.84,No,FALSE
1/14/2012,15.45,No,3.73,No,FALSE
1/15/2012,15.37,No,3.88,No,FALSE
1/16/2012,15.29,No,3.83,No,FALSE
1/17/2012,15.29,No,3.67,No,FALSE
1/18/2012,15.31,No,3.74,No,FALSE
1/19/2012,15.3,No,3.87,No,FALSE
1/20/2012,15.42,No,4.27,No,FALSE
1/21/2012,15.95,No,5.32,No,FALSE
1/22/2012,18.52,No,5.71,No,FALSE
1/23/2012,22.08,No,7.87,No,FALSE
1/24/2012,23.5,No,8.58,No,FALSE
1/25/2012,24.96,No,9.28,No,FALSE
1/26/2012,22.82,No,8.53,No,FALSE
1/27/2012,21.05,No,7.37,No,FALSE
1/28/2012,20.16,No,6.57,No,FALSE
1/29/2012,19.61,No,6.1,No,FALSE
1/30/2012,18.95,No,5.78,No,FALSE
1/31/2012,18.45,No,5.54,No,FALSE
2/1/2012,18.12,No,5.35,No,FALSE
2/2/2012,17.77,No,5.09,No,FALSE
2/3/2012,17.4,No,5,No,FALSE
2/4/2012,16.9,No,4.74,No,FALSE
2/5/2012,16.53,No,4.57,No,FALSE
2/6/2012,16.32,No,4.51,No,FALSE
2/7/2012,16.27,No,4.71,No,FALSE
2/8/2012,16.49,No,4.74,No,FALSE
2/9/2012,16.45,No,4.53,No,FALSE
2/10/2012,16.5,No,4.6,No,FALSE
2/11/2012,16.64,No,4.74,No,FALSE
2/12/2012,16.65,No,4.72,No,FALSE
2/13/2012,16.64,No,4.86,No,FALSE
2/14/2012,16.69,No,4.6,No,FALSE
2/15/2012,16.83,No,4.63,No,FALSE
2/16/2012,16.88,No,4.52,No,FALSE
2/17/2012,16.61,No,4.5,No,FALSE
2/18/2012,16.21,No,4.38,No,FALSE
2/19/2012,16.07,No,4.23,No,FALSE
2/20/2012,15.88,No,4.13,No,FALSE
2/21/2012,15.71,No,3.96,No,FALSE
2/22/2012,15.59,No,3.83,No,FALSE
2/23/2012,15.5,No,3.72,No,FALSE
2/24/2012,15.4,No,3.75,No,FALSE
2/25/2012,15.5,No,3.82,No,FALSE
2/26/2012,15.52,No,3.59,No,FALSE
2/27/2012,15.47,No,3.86,No,FALSE
2/28/2012,15.36,No,3.77,No,FALSE
2/29/2012,15.27,No,3.97,No,FALSE
3/1/2012,15.22,No,3.73,No,FALSE
3/2/2012,15.2,No,3.45,No,FALSE
3/3/2012,15.25,No,3.38,No,FALSE
3/4/2012,15.25,No,3.4,No,FALSE
3/5/2012,15.16,No,3.55,No,FALSE
3/6/2012,15.02,No,3.62,No,FALSE
3/7/2012,14.86,No,3.2,No,FALSE
3/8/2012,14.68,No,3.14,No,FALSE
3/9/2012,14.54,No,3.1,No,FALSE
3/10/2012,14.42,No,3.28,No,FALSE
3/11/2012,14.39,No,3.51,No,FALSE
3/12/2012,14.5,No,3.45,No,FALSE
3/13/2012,14.53,No,3.79,No,FALSE
3/14/2012,14.96,No,4.22,No,FALSE
3/15/2012,17.92,No,5.5,No,FALSE
3/16/2012,22.47,No,7.93,No,FALSE
3/17/2012,27.72,No,11.95,No,FALSE
3/18/2012,29.53,No,14.21,No,FALSE
3/19/2012,27.77,No,13.09,No,FALSE
3/20/2012,25.05,No,10.87,No,FALSE
3/21/2012,22.65,No,8.91,No,FALSE
3/22/2012,20.73,No,7.46,No,FALSE
3/23/2012,19.21,No,6.36,No,FALSE
3/24/2012,18.5,No,5.79,No,FALSE
3/25/2012,18.66,No,5.79,No,FALSE
3/26/2012,18.56,No,5.75,No,FALSE
3/27/2012,18.56,No,5.74,No,FALSE
3/28/2012,19.1,No,6.55,No,FALSE
3/29/2012,23.29,No,7.71,No,FALSE
3/30/2012,26.64,No,9.96,No,FALSE
3/31/2012,25.3,No,10.16,No,FALSE
4/1/2012,24.49,No,9.57,No,FALSE
4/2/2012,25.29,No,9.65,No,FALSE
4/3/2012,24.72,No,9.68,No,FALSE
4/4/2012,23.13,No,8.94,No,FALSE
4/5/2012,21.89,No,8.08,No,FALSE
4/6/2012,20.91,No,7.26,No,FALSE
4/7/2012,20.13,No,6.7,No,FALSE
4/8/2012,19.31,No,6.33,No,FALSE
4/9/2012,18.78,No,6.12,No,FALSE
4/10/2012,18.43,No,6.03,No,FALSE
4/11/2012,18.16,No,5.88,No,FALSE
4/12/2012,18.12,No,6.08,No,FALSE
4/13/2012,20.75,No,7.87,No,FALSE
4/14/2012,25.09,No,10.56,No,FALSE
4/15/2012,25.72,No,11,No,FALSE
4/16/2012,24.47,No,10.13,No,FALSE
4/17/2012,22.62,No,8.83,No,FALSE
4/18/2012,20.96,No,7.62,No,FALSE
4/19/2012,19.98,No,6.79,No,FALSE
4/20/2012,19.53,No,6.37,No,FALSE
4/21/2012,19.21,No,6.24,No,FALSE
4/22/2012,19.03,No,6.21,No,FALSE
4/23/2012,19,No,6.55,No,FALSE
4/24/2012,19.29,No,6.84,No,FALSE
4/25/2012,19.49,No,7.35,No,FALSE
4/26/2012,19.6,No,7.71,No,FALSE
4/27/2012,20.88,No,8.55,No,FALSE
4/28/2012,21.84,No,9.58,No,FALSE
4/29/2012,21.26,No,9.22,No,FALSE
4/30/2012,20.17,No,8.52,No,FALSE
5/1/2012,19.33,No,8.24,No,FALSE
5/2/2012,18.77,No,8.01,No,FALSE
5/3/2012,18.24,No,7.82,No,FALSE
5/4/2012,17.65,No,7.47,No,FALSE
5/5/2012,17.09,No,6.85,No,FALSE
5/6/2012,16.93,No,6.57,No,FALSE
5/7/2012,16.49,No,6.36,No,FALSE
5/8/2012,15.72,No,5.94,No,FALSE
5/9/2012,14.91,No,5.53,No,FALSE
5/10/2012,14.54,No,5.11,No,FALSE
5/11/2012,14.62,No,4.81,No,FALSE
5/12/2012,14.48,No,4.54,No,FALSE
5/13/2012,14.27,No,4.54,No,FALSE
5/14/2012,14.2,No,4.4,No,FALSE
5/15/2012,14,No,4.09,No,FALSE
5/16/2012,13.87,No,4.02,No,FALSE
5/17/2012,13.85,No,4.08,No,FALSE
5/18/2012,13.72,No,3.9,No,FALSE
5/19/2012,13.75,No,3.83,No,FALSE
5/20/2012,13.96,No,3.91,No,FALSE
5/21/2012,14.19,No,4.19,No,FALSE
5/22/2012,14.35,No,4.18,No,FALSE
5/23/2012,14.31,No,3.98,No,FALSE
5/24/2012,14.63,No,3.93,No,FALSE
5/25/2012,14.81,No,4.18,No,FALSE
5/26/2012,14.72,No,3.72,No,FALSE
5/27/2012,14.48,No,3.43,No,FALSE
5/28/2012,14.5,No,3.8,No,FALSE
5/29/2012,14.85,No,4.58,No,FALSE
5/30/2012,15.01,No,4.61,No,FALSE
5/31/2012,14.69,No,4.62,No,FALSE
6/1/2012,14.61,No,4.84,No,FALSE
6/2/2012,14.71,No,5.28,No,FALSE
6/3/2012,14.72,No,5.36,No,FALSE
6/4/2012,14.62,No,5.41,No,FALSE
6/5/2012,14.64,No,5.36,No,FALSE
6/6/2012,15.45,No,5.41,No,FALSE
6/7/2012,,N/A,5.84,No,FALSE
6/8/2012,,N/A,6.02,No,FALSE
6/9/2012,,N/A,5.66,No,FALSE
6/10/2012,,N/A,5.35,No,FALSE
6/11/2012,,N/A,5.3,No,FALSE
6/12/2012,,N/A,5.3,No,FALSE
6/13/2012,,N/A,5.63,No,FALSE
6/14/2012,,N/A,5.8,No,FALSE
6/15/2012,,N/A,5.9,No,FALSE
6/16/2012,,N/A,5.98,No,FALSE
6/17/2012,,N/A,6.24,No,FALSE
6/18/2012,,N/A,6.65,No,FALSE
6/19/2012,,N/A,6.67,No,FALSE
6/20/2012,,N/A,6.59,No,FALSE
6/21/2012,,N/A,6.8,No,FALSE
6/22/2012,,N/A,6.62,No,FALSE
6/23/2012,,N/A,6.35,No,FALSE
6/24/2012,,N/A,6.29,No,FALSE
6/25/2012,,N/A,6.27,No,FALSE
6/26/2012,,N/A,6.28,No,FALSE
6/27/2012,,N/A,6.46,No,FALSE
6/28/2012,,N/A,6.9,No,FALSE
6/29/2012,,N/A,7.35,No,FALSE
6/30/2012,,N/A,7.4,No,FALSE
7/1/2012,,N/A,7.36,No,FALSE
7/2/2012,,N/A,7.36,No,FALSE
7/3/2012,,N/A,7.42,No,FALSE
7/4/2012,,N/A,7.52,No,FALSE
7/5/2012,,N/A,7.62,No,FALSE
7/6/2012,,N/A,7.42,No,FALSE
7/7/2012,,N/A,7.28,No,FALSE
7/8/2012,,N/A,7.26,No,FALSE
7/9/2012,,N/A,7.26,No,FALSE
7/10/2012,,N/A,7.18,No,FALSE
7/11/2012,,N/A,7.18,No,FALSE
7/12/2012,,N/A,7.61,No,FALSE
7/13/2012,,N/A,7.87,No,FALSE
7/14/2012,,N/A,7.96,No,FALSE
7/15/2012,,N/A,7.94,No,FALSE
7/16/2012,,N/A,8.26,No,FALSE
7/17/2012,,N/A,8.33,No,FALSE
7/18/2012,,N/A,8.2,No,FALSE
7/19/2012,,N/A,8.26,No,FALSE
7/20/2012,,N/A,8.17,No,FALSE
7/21/2012,,N/A,8.13,No,FALSE
7/22/2012,,N/A,8.15,No,FALSE
7/23/2012,,N/A,8.29,No,FALSE
7/24/2012,,N/A,8.33,No,FALSE
7/25/2012,,N/A,8.25,No,FALSE
7/26/2012,,N/A,8.28,No,FALSE
7/27/2012,,N/A,8.38,No,FALSE
7/28/2012,,N/A,8.42,No,FALSE
7/29/2012,,N/A,8.47,No,FALSE
7/30/2012,,N/A,8.58,No,FALSE
7/31/2012,,N/A,8.38,No,FALSE
8/1/2012,,N/A,8.25,No,FALSE
8/2/2012,19.49,No,8.12,No,FALSE
8/3/2012,19.58,No,7.99,No,FALSE
8/4/2012,19.65,No,7.86,No,FALSE
8/5/2012,19.7,No,7.72,No,FALSE
8/6/2012,19.79,No,7.59,No,FALSE
8/7/2012,19.86,No,7.46,No,FALSE
8/8/2012,19.74,No,7.33,No,FALSE
8/9/2012,19.49,No,7.2,No,FALSE
8/10/2012,19.07,No,7.07,No,FALSE
8/11/2012,18.77,No,6.94,No,FALSE
8/12/2012,18.55,No,6.8,No,FALSE
8/13/2012,18.34,No,6.67,No,FALSE
8/14/2012,18.17,No,6.54,No,FALSE
8/15/2012,18.03,No,6.41,No,FALSE
8/16/2012,17.87,No,6.28,No,FALSE
8/17/2012,17.75,No,6.15,No,FALSE
8/18/2012,17.67,No,6.02,No,FALSE
8/19/2012,17.61,No,5.88,No,FALSE
8/20/2012,17.57,No,5.75,No,FALSE
8/21/2012,17.58,No,5.62,No,FALSE
8/22/2012,17.67,No,5.45,No,FALSE
8/23/2012,17.58,No,5.33,No,FALSE
8/24/2012,17.26,No,5.13,No,FALSE
8/25/2012,17.17,No,5.18,No,FALSE
8/26/2012,17.01,No,5.21,No,FALSE
8/27/2012,16.95,No,4.94,No,FALSE
8/28/2012,16.91,No,4.85,No,FALSE
8/29/2012,17.01,No,4.84,No,FALSE
8/30/2012,17.12,No,4.88,No,FALSE
8/31/2012,17.31,No,5.1,No,FALSE
9/1/2012,17.52,No,5.02,No,FALSE
9/2/2012,17.63,No,4.98,No,FALSE
9/3/2012,17.82,No,5.07,No,FALSE
9/4/2012,17.93,No,5.13,No,FALSE
9/5/2012,18.15,No,5.27,No,FALSE
9/6/2012,18.21,No,5.37,No,FALSE
9/7/2012,18.32,No,5.45,No,FALSE
9/8/2012,18.35,No,5.49,No,FALSE
9/9/2012,18.41,No,5.53,No,FALSE
9/10/2012,18.45,No,5.52,No,FALSE
9/11/2012,18.45,No,5.59,No,FALSE
9/12/2012,18.33,No,5.6,No,FALSE
9/13/2012,18.32,No,5.54,No,FALSE
9/14/2012,18.27,No,5.56,No,FALSE
9/15/2012,18.08,No,5.49,No,FALSE
9/16/2012,17.97,No,5.41,No,FALSE
9/17/2012,17.86,No,5.44,No,FALSE
9/18/2012,17.65,No,5.35,No,FALSE
9/19/2012,17.22,No,4.97,No,FALSE
9/20/2012,17.16,No,4.84,No,FALSE
9/21/2012,17.09,No,4.8,No,FALSE
9/22/2012,17.06,No,4.78,No,FALSE
9/23/2012,16.86,No,4.76,No,FALSE
9/24/2012,16.71,No,4.79,No,FALSE
9/25/2012,16.61,No,4.72,No,FALSE
9/26/2012,16.61,No,4.76,No,FALSE
9/27/2012,16.59,No,4.73,No,FALSE
9/28/2012,16.5,No,4.77,No,FALSE
9/29/2012,16.24,No,4.65,No,FALSE
9/30/2012,16.06,No,4.33,No,FALSE
10/1/2012,16.09,No,4.22,No,FALSE
10/2/2012,16.15,No,4.28,No,FALSE
10/3/2012,16.09,No,4.36,No,FALSE
10/4/2012,16.4,No,4.88,No,FALSE
10/5/2012,16.62,No,4.91,No,FALSE
10/6/2012,16.59,No,4.74,No,FALSE
10/7/2012,16.54,No,4.7,No,FALSE
10/8/2012,16.48,No,4.7,No,FALSE
10/9/2012,16.43,No,4.59,No,FALSE
10/10/2012,16.38,No,4.53,No,FALSE
10/11/2012,16.33,No,4.68,No,FALSE
10/12/2012,16.28,No,4.48,No,FALSE
10/13/2012,16.22,No,4.03,No,FALSE
10/14/2012,16.17,No,3.82,No,FALSE
10/15/2012,16.12,No,3.71,No,FALSE
10/16/2012,16.07,No,3.71,No,FALSE
10/17/2012,16.01,No,3.64,No,FALSE
10/18/2012,15.96,No,3.63,No,FALSE
10/19/2012,15.91,No,3.72,No,FALSE
10/20/2012,15.86,No,3.76,No,FALSE
10/21/2012,15.81,No,3.73,No,FALSE
10/22/2012,15.75,No,3.85,No,FALSE
10/23/2012,15.7,No,3.76,No,FALSE
10/24/2012,15.65,No,3.64,No,FALSE
10/25/2012,15.6,No,3.49,No,FALSE
10/26/2012,15.55,No,3.41,No,FALSE
10/27/2012,15.49,No,3.46,No,FALSE
10/28/2012,15.44,No,3.57,No,FALSE
10/29/2012,15.39,No,3.6,No,FALSE
10/30/2012,15.34,No,3.64,No,FALSE
10/31/2012,15.28,No,3.78,No,FALSE
11/1/2012,15.23,No,3.77,No,FALSE
