Survey.x,StationCode,Latitude,Longitude,Intersect,geometry,RegionMult,Region
EDSM,18-29-RV01,38.13644,-121.69465,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-29-RV02,38.09143,-121.74145,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-29-SRR01,38.19019,-121.57581,Y,"c(624719.510792818, 4227875.81325051)",MiddleSacRiver,MiddleSacRiver
EDSM,18-29-SRU01,38.23489,-121.66594,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-29-USSC01,38.56184,-121.5534,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,18-30-CS01,38.31423,-121.66734,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-30-CS03,38.27267,-121.66514,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-30-CS04,38.25491,-121.69422,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-30-LSSC01,38.45904,-121.5896,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,18-30-LSSC02,38.1852,-121.6626,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-30-RV01,38.11476,-121.68211,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-30-RV02,38.13343,-121.69238,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-30-SRU01,38.57897,-121.50898,Y,"c(629874.989438374, 4271110.05145745)",MiddleSacRiver,MiddleSacRiver
EDSM,18-30-SRU02,38.43516,-121.51938,Y,"c(629225.874968151, 4255136.78714957)",MiddleSacRiver,MiddleSacRiver
EDSM,18-30-USSC01,38.5617,-121.54029,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,18-31-CS01,38.27275,-121.69408,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-31-CS02,38.28287,-121.71468,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-31-LSSC01,38.23584,-121.6742,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-31-LSSC02,38.2059,-121.66014,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-31-RV01,38.1212,-121.7025,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-31-SRR01,38.21436,-121.53799,N,"c(NA, NA)",MiddleSacRiver,MiddleSacRiver
EDSM,18-31-SRU01,38.23399,-121.66845000000001,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-31-USSC01,38.50994,-121.58398,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,18-32-CS01,38.29326,-121.72506,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-32-CS02,38.23331,-121.67517,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-32-CS03,38.28881,-121.66624,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-32-LSSC01,38.20743,-121.65923,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-32-LSSC02,38.22503,-121.67319,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-32-RV01,38.11354,-121.68998,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-32-SRU01,38.34642,-121.54541,Y,"c(627109.196880063, 4245253.32550772)",MiddleSacRiver,MiddleSacRiver
EDSM,18-32-SRU02,38.24054,-121.602,N,"c(NA, NA)",MiddleSacRiver,MiddleSacRiver
EDSM,18-32-USSC01,38.56071,-121.55602,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,18-33-CS01,38.3077,-121.667,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-33-CS02,38.28633,-121.72114,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-33-CS03,38.25523,-121.68743,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-33-LSSC01,38.20451,-121.65864,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-33-LSSC03,38.44955,-121.59488,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,18-33-RV01,38.10886,-121.68336,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-33-RV02,38.12791,-121.69521,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-33-SRU01,38.43851,-121.50578,Y,"c(630406.89205863, 4255527.69388828)",MiddleSacRiver,MiddleSacRiver
EDSM,18-33-SRU02,38.43454,-121.52706,Y,"c(628556.643985048, 4255057.24391362)",MiddleSacRiver,MiddleSacRiver
EDSM,18-33-USSC01,38.51414,-121.58505,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,18-34-CS02,38.25031,-121.67355,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-34-CS03,38.28152,-121.71116,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-34-CS04,38.26284,-121.69115,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-34-LSSC01,38.18003,-121.66308,Y,"c(617093.005929564, 4226634.55142893)",LowerSacRiver,Downstream
EDSM,18-34-LSSC02,38.44592,-121.59706,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,18-34-LSSC03,38.21238,-121.66493,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-34-RV01,38.08419,-121.73732,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-34-RV02,38.11292,-121.70682,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-34-SRU01,38.4223,-121.5268,Y,"c(628601.048853628, 4253699.3506987)",MiddleSacRiver,MiddleSacRiver
EDSM,18-34-SRU02,38.4968,-121.55795,Y,"c(625752.276465945, 4261923.52640591)",MiddleSacRiver,MiddleSacRiver
EDSM,18-35-CS01,38.3134,-121.66736,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-35-CS02,38.25037,-121.71913,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-35-LSSC01,38.18738,-121.66006,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-35-LSSC02,38.24478,-121.66972,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-35-RV01,38.16272,-121.67775,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-35-RV02,38.09174,-121.68489,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-35-SRU01,38.54927,-121.51305,Y,"c(629573.78833747, 4267808.46035567)",MiddleSacRiver,MiddleSacRiver
EDSM,18-35-SRU02,38.49256,-121.55498,Y,"c(626018.672056024, 4261457.07862383)",MiddleSacRiver,MiddleSacRiver
EDSM,18-35-USSC01,38.55544,-121.57413,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,18-49-CS02,38.24649,-121.68789,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-49-CS03,38.26003,-121.74722,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-49-CS04,38.25859,-121.69132,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-49-CS05,38.25269,-121.67193,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-49-CS06,38.24697,-121.71008,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-49-LSSC01,38.18788,-121.65988,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-49-LSSC02,38.4652,-121.58722,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,18-49-LSSC03,38.3957,-121.61898,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,18-49-LSSC04,38.20522,-121.65843,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-49-RV01,38.12476,-121.69338,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-49-RV02,38.11755,-121.70703,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-49-RV03,38.13205,-121.69482000000001,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-49-USSC01,38.56399,-121.55236,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,18-50-CS01,38.45129,-121.59819,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,18-50-CS03,38.29541,-121.74417,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-50-CS05,38.31965,-121.65413,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-50-CS07,38.27018,-121.70374,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-50-LSSC01,38.42217,-121.60752,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,18-50-LSSC02,38.27083,-121.66207,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-50-LSSC03,38.19659,-121.65587,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-50-RV01,38.15525,-121.68511,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-50-RV02,38.11226,-121.70205,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-50-RV04,38.09838,-121.71853,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-50-USSC01,38.52619,-121.5848,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,18-51-CS02,38.24565,-121.67796,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-51-CS03,38.25118,-121.72186,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-51-CS04,38.26979,-121.70349,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-51-CS05,38.3349,-121.66741,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-51-LSSC01,38.44732,-121.59549,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,18-51-LSSC02,38.28711,-121.65872,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-51-LSSC03,38.23033,-121.67446,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-51-LSSC04,38.42291,-121.60767,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,18-51-RV01,38.16705,-121.67694,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-51-RV02,38.10148,-121.72342,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-51-RV03,38.17677,-121.6633,Y,"c(617078.953962002, 4226272.53522625)",LowerSacRiver,Downstream
EDSM,18-51-RV04,38.10406,-121.70699,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-51-RV05,38.15732,-121.68244,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-51-USSC01,38.54171,-121.58493,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,18-52-CS02,38.24418,-121.67748,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-52-CS03,38.29431,-121.72576,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-52-CS04,38.24711,-121.68692,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-52-CS05,38.32412,-121.69355,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-52-CS06,38.24892,-121.67509,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-52-LSSC01,38.20522,-121.65942,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-52-LSSC02,38.42501,-121.60663,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,18-52-LSSC03,38.302,-121.65507,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-52-LSSC04,38.21198,-121.66454,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-52-LSSC05,38.42103,-121.60749,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,18-52-RV01,38.1603,-121.67883,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-52-RV02,38.11283,-121.70189,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-52-RV03,38.11532,-121.68282,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-52-RV04,38.09695,-121.71998,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,18-52-USSC01,38.56137,-121.54776,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,18-53-CS01,38.29757,-121.66733,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-53-CS02,38.23775,-121.68327,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-53-CS03,38.30726,-121.69266,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-53-CS04,38.24912,-121.70976,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-53-CS05,38.29545,-121.65992,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,18-53-CS06,38.34436,-121.64684,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-01-LSSC01,38.46798,-121.58648,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-01-LSSC02,38.2838,-121.65922,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-01-RV01,38.16442,-121.67626,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-01-RV02,38.13213,-121.69731,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-01-RV04,38.1767,-121.66793,Y,"c(616673.515454151, 4226258.92890978)",LowerSacRiver,Downstream
EDSM,19-01-RV05,38.11514,-121.68593,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-01-USSC03,38.48586,-121.58477,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-02-CS01,38.24715,-121.67335,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-02-CS02,38.24003,-121.68459,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-02-CS03,38.26295,-121.69047,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-02-CS04,38.25263,-121.72577,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-02-CS05,38.24502,-121.67779,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-02-CS06,38.3674,-121.63679,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-02-LSSC01,38.18212,-121.66515,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-02-LSSC02,38.38578,-121.62494,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-02-LSSC03,38.21161,-121.66635,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-02-RV01,38.1728,-121.67208,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-02-RV02,38.09743,-121.72619,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-02-USSC01,38.5616,-121.54281,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-02-USSC02,38.50055,-121.58523,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-03-CS01,38.23511,-121.68162,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-03-CS02,38.23895,-121.68417,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-03-CS03,38.27645,-121.70889,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-03-CS04,38.26771,-121.69331,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-03-CS05,38.30156,-121.65834,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-03-LSSC01,38.37037,-121.63152,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-03-LSSC02,38.19018,-121.65912,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-03-LSSC03,38.30382,-121.65515,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-03-RV01,38.10833,-121.71444,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-03-RV02,38.08841,-121.74128,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-03-RV03,38.1257,-121.69057,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-03-RV04,38.10957,-121.71441,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-03-USSC01,38.56263,-121.55488,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-03-USSC02,38.54604,-121.58294,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-03-USSC03,38.56167,-121.55765,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-04-CS01,38.26166,-121.67035,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-04-CS02,38.33248,-121.65105,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-04-CS03,38.25885,-121.74201,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-04-CS04,38.2557,-121.73163,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-04-CS05,38.24381,-121.67366,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-04-CS07,38.27754,-121.71119,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-04-LSSC01,38.20822,-121.6573,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-04-LSSC02,38.18509,-121.66117,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-04-LSSC03,38.40101,-121.61782,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-04-LSSC04,38.21695,-121.66968,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-04-LSSC05,38.34796,-121.64151,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-04-LSSC06,38.43952,-121.59868,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-04-RV01,38.16874,-121.67653,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-04-RV02,38.1094,-121.70611,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-04-RV03,38.09018,-121.7406,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-04-USSC01,38.510980000000004,-121.58393,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-05-CS02,38.29961,-121.69301,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-05-CS03,38.26658,-121.69223,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-05-CS04,38.25268,-121.68753,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-05-CS05,38.30224,-121.65829,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-05-CS06,38.2957,-121.72735,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-05-CS08,38.24596,-121.69698,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-05-LSSC01,38.18228,-121.6646,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-05-LSSC02,38.20871,-121.65764,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-05-LSSC03,38.43834,-121.60001,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-05-LSSC04,38.19012,-121.66007,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-05-LSSC05,38.32902,-121.64791,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-05-RV01,38.17403,-121.67095,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-05-RV02,38.09357,-121.73005,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-05-RV03,38.10346,-121.72308,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-05-RV04,38.16213,-121.67885,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-05-USSC01,38.55998,-121.56437,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-06-CS01,38.25333,-121.6876,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-06-CS03,38.29842,-121.72932,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-06-CS04,38.26397,-121.69759,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-06-CS05,38.24968,-121.67194,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-06-CS06,38.23932,-121.68454,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-06-CS07,38.25729,-121.6916,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-06-LSSC01,38.43457,-121.60128,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-06-LSSC02,38.25658,-121.66701,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-06-LSSC03,38.2293,-121.67354,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-06-LSSC04,38.38761,-121.62313,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-06-LSSC05,38.27418,-121.66223,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-06-RV01,38.16031,-121.67959,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-06-RV02,38.09595,-121.73087,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-06-RV03,38.10833,-121.7078,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-06-RV04,38.13368,-121.69142,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-06-USSC01,38.53403,-121.58472,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-07-CS01,38.23713,-121.68414,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-07-CS02,38.25407,-121.68755,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-07-CS03,38.24469,-121.69137,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-07-CS04,38.27058,-121.7038,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-07-CS05,38.26195,-121.66977,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-07-CS06,38.28111,-121.66456,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-07-LSSC01,38.24377,-121.67187,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-07-LSSC02,38.35648,-121.63838,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-07-LSSC03,38.45551,-121.59274,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-07-LSSC04,38.21711,-121.67177,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-07-LSSC05,38.27946,-121.66059,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-07-LSSC06,38.37611,-121.62819,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-07-RV01,38.15909,-121.68508,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-07-RV02,38.10948,-121.68254,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-07-RV03,38.13123,-121.69102,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-07-RV04,38.1752,-121.66858,Y,"c(616618.971744947, 4226091.66698428)",LowerSacRiver,Downstream
EDSM,19-07-USSC01,38.49184,-121.58388,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-08-CS01,38.3835,-121.62928,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-08-CS02,38.28082,-121.66407,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-08-CS03,38.27038,-121.7053,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-08-CS04,38.25872,-121.7475,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-08-CS05,38.44471,-121.60135,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-08-CS06,38.23207,-121.67565,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-08-LSSC01,38.2062,-121.65907,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-08-LSSC02,38.4075,-121.6135,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-08-LSSC03,38.3455,-121.64266,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-08-LSSC04,38.192,-121.65716,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-08-LSSC05,38.36855,-121.63153,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-08-RV01,38.10525,-121.70418,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-08-RV02,38.13195,-121.69314,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-08-RV03,38.09908,-121.72085,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-08-USSC01,38.54117,-121.58439,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-09-CS01,38.32325,-121.69355,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-09-CS02,38.24641,-121.70238,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-09-CS03,38.24961,-121.71823,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-09-CS04,38.29163,-121.66085,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-09-CS05,38.2909,-121.73117,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-09-CS06,38.23948,-121.6861,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-09-LSSC01,38.30233,-121.65427,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-09-LSSC02,38.39376,-121.62058,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-09-LSSC03,38.18478,-121.66048,Y,"c(617313.115866031, 4227164.91291623)",LowerSacRiver,Downstream
EDSM,19-09-LSSC04,38.32701,-121.64871,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-09-LSSC05,38.36637,-121.63373,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-09-RV01,38.16495,-121.67545,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-09-RV02,38.1018,-121.72736,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-09-RV03,38.13927,-121.6917,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-09-RV04,38.08989,-121.68556,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-09-USSC01,38.49806,-121.58527,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-09-USSC02,38.55563,-121.57445,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-10-CS01,38.25976,-121.76223,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-10-CS02,38.26668,-121.69282,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-10-CS03,38.24644,-121.70778,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-10-CS04,38.235,-121.67961,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-10-CS05,38.26075,-121.75018,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-10-CS06,38.26296,-121.69674,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-10-CS07,38.25317,-121.68781,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-10-LSSC01,38.38976,-121.62311,N,"c(NA, NA)",LowerYolo,Upstream
EDSM,19-10-LSSC02,38.24819,-121.66973,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-10-LSSC03,38.2953,-121.6568,N,"c(NA, NA)",CacheSloughComplex,Downstream
EDSM,19-10-RV01,38.08197,-121.73166,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-10-RV02,38.12047,-121.70171,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-10-RV03,38.09805,-121.70783,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-10-RV04,38.12279,-121.69535,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-10-RV05,38.1057,-121.70068,N,"c(NA, NA)",LowerSacRiver,Downstream
EDSM,19-10-USSC01,38.5235,-121.58421,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-10-USSC02,38.5433,-121.58461,N,"c(NA, NA)",UpperYolo,Upstream
EDSM,19-10-USSC03,38.51273,-121.58503,N,"c(NA, NA)",UpperYolo,Upstream
