StnCode,Year,Month,Day,Method,Species,FL,MarkCode,MeanTrans,Trans-2yrs,Trans-3yrs,Trans-4yrs,WYtype,WYtype-2yrs,WYtype-3yrs,WYtype-4yrs,Flow Action (Y/N),FA  Type,FA Start,FA End,fish caught,days since FA end,,,,
PCS,2015,12,9,FKTR,CHN,738,None,295.32,99.17,109.33,132.75,1,2,2,2,Y,NF,8/21/2015,10/1/2015,12/9/2015,69,,,,
PCS,2015,12,9,FKTR,CHN,785,A,295.32,99.17,109.33,132.75,1,2,2,2,Y,NF,8/21/2015,10/1/2015,12/9/2015,69,,,,
PCS,2015,12,9,FKTR,CHN,790,None,295.32,99.17,109.33,132.75,1,2,2,2,Y,NF,8/21/2015,10/1/2015,12/9/2015,69,,,,
PCS,2015,12,9,FKTR,CHN,733,A,295.32,99.17,109.33,132.75,1,2,2,2,Y,NF,8/21/2015,10/1/2015,12/9/2015,69,,,,
PCS,2016,10,5,FKTR,CHN,780,A,106.84,235.83,99.17,109.33,3,1,2,2,Y,MA-SR,7/14/2016,8/1/2016,10/5/2016,65,,,,
PCS,2016,10,5,FKTR,CHN,640,None,106.84,235.83,99.17,109.33,3,1,2,2,Y,MA-SR,7/14/2016,8/1/2016,10/5/2016,65,,,,
PCS,2016,10,6,FKTR,CHN,655,A,106.84,235.83,99.17,109.33,3,1,2,2,Y,MA-SR,7/14/2016,8/1/2016,10/6/2016,66,,,,
PCS,2016,10,6,FKTR,CHN,591,None,106.84,235.83,99.17,109.33,3,1,2,2,Y,MA-SR,7/14/2016,8/1/2016,10/6/2016,66,,,,
PCS,2016,10,14,FKTR,CHN,824,None,106.84,235.83,99.17,109.33,3,1,2,2,Y,MA-SR,7/14/2016,8/1/2016,10/14/2016,74,,,,
PCS,2016,10,14,FKTR,CHN,648,A,106.84,235.83,99.17,109.33,3,1,1,2,Y,MA-SR,7/14/2016,8/1/2016,10/14/2016,74,,,,
PCS,2016,10,14,FKTR,CHN,634,None,106.84,235.83,99.17,109.33,3,1,1,2,Y,MA-SR,7/14/2016,8/1/2016,10/14/2016,74,,,,
PCS,2016,10,18,FKTR,CHN,601,None,106.84,235.83,99.17,109.33,3,1,1,2,Y,MA-SR,7/14/2016,8/1/2016,10/18/2016,78,,,,
PCS,2016,10,18,FKTR,CHN,707,None,106.84,235.83,99.17,109.33,3,1,1,2,Y,MA-SR,7/14/2016,8/1/2016,10/18/2016,78,,,,
PCS,2016,10,21,FKTR,CHN,598,None,106.84,235.83,99.17,109.33,3,1,1,2,Y,MA-SR,7/14/2016,8/1/2016,10/21/2016,81,,,,
PCS,2016,12,13,FKTR,CHN,608,None,106.84,235.83,99.17,109.33,3,1,1,2,Y,MA-SR,7/14/2016,8/1/2016,12/13/2016,134,,,,
PCS,2017,5,18,FKTR,RBT,314,A,49.08,295.32,235.83,99.17,5,1,1,2,Y,CA,8/29/2017,10/18/2017,5/18/2017,290,,,,
PCS,2017,9,28,FKTR,CHN,721,None,49.08,295.32,235.83,99.17,5,1,1,2,Y,CA,8/29/2017,10/18/2017,9/28/2017,0,,,,
PCS,2017,10,4,FKTR,CHN,637,None,49.08,295.32,235.83,99.17,5,1,1,2,Y,CA,8/29/2017,10/18/2017,10/4/2017,0,,,,
PCS,2017,10,4,FKTR,CHN,618,A,49.08,295.32,235.83,99.17,5,1,1,2,Y,CA,8/29/2017,10/18/2017,10/4/2017,0,,,,
PCS,2017,10,4,FKTR,CHN,662,None,49.08,295.32,235.83,99.17,5,1,1,2,Y,CA,8/29/2017,10/18/2017,10/4/2017,0,,,,
PCS,2017,10,10,FKTR,CHN,580,A,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/10/2017,0,,,,
PCS,2017,10,10,FKTR,CHN,616,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/10/2017,0,,,,
PCS,2017,10,11,FKTR,CHN,590,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/11/2017,0,,,,
PCS,2017,10,12,FKTR,CHN,625,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/12/2017,0,,,,
PCS,2017,10,12,FKTR,CHN,571,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/12/2017,0,,,,
PCS,2017,10,12,FKTR,CHN,610,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/12/2017,0,,,,
PCS,2017,10,13,FKTR,CHN,547,A,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/13/2017,0,,,,
PCS,2017,10,17,FKTR,CHN,620,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/17/2017,0,,,,
PCS,2017,10,17,FKTR,CHN,609,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/17/2017,0,,,,
PCS,2017,10,18,FKTR,CHN,901,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/18/2017,0,,,,
PCS,2017,10,19,FKTR,CHN,630,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/19/2017,1,,,,
PCS,2017,10,19,FKTR,CHN,874,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/19/2017,1,,,,
PCS,2017,10,20,FKTR,CHN,610,A,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/20/2017,2,,,,
PCS,2017,10,24,FKTR,CHN,893,A,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/24/2017,6,,,,
PCS,2017,10,26,FKTR,CHN,610,A,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/26/2017,8,,,,
PCS,2017,10,26,FKTR,CHN,560,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/26/2017,8,,,,
PCS,2017,10,27,FKTR,CHN,665,A,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/27/2017,9,,,,
PCS,2017,10,27,FKTR,CHN,875,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/27/2017,9,,,,
PCS,2017,10,27,FKTR,CHN,525,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/27/2017,9,,,,
PCS,2017,10,27,FKTR,CHN,570,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/27/2017,9,,,,
PCS,2017,10,31,FKTR,CHN,608,A,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/31/2017,13,,,,
PCS,2017,10,31,FKTR,CHN,546,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/31/2017,13,,,,
PCS,2017,10,31,FKTR,CHN,780,A,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/31/2017,13,,,,
PCS,2017,10,31,FKTR,CHN,605,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/31/2017,13,,,,
PCS,2017,10,31,FKTR,CHN,627,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,10/31/2017,13,,,,
PCS,2017,11,2,FKTR,CHN,708,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/2/2017,15,,,,
PCS,2017,11,2,FKTR,CHN,745,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/2/2017,15,,,,
PCS,2017,11,3,FKTR,CHN,870,n/p,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/3/2017,16,,,,
PCS,2017,11,3,FKTR,CHN,605,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/3/2017,16,,,,
PCS,2017,11,3,FKTR,CHN,782,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/3/2017,16,,,,
PCS,2017,11,7,FKTR,CHN,662,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/7/2017,20,,,,
PCS,2017,11,7,FKTR,CHN,777,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/7/2017,20,,,,
PCS,2017,11,8,FKTR,CHN,334,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/8/2017,21,,,,
PCS,2017,11,8,FKTR,CHN,589,A,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/8/2017,21,,,,
PCS,2017,11,8,FKTR,CHN,843,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/8/2017,21,,,,
PCS,2017,11,8,FKTR,CHN,626,A,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/8/2017,21,,,,
PCS,2017,11,9,FKTR,CHN,695,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/9/2017,22,,,,
PCS,2017,11,9,FKTR,CHN,627,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/9/2017,22,,,,
PCS,2017,11,9,FKTR,CHN,,n/p,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/9/2017,22,,,,
PCS,2017,11,14,FKTR,CHN,896,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/14/2017,27,,,,
PCS,2017,11,14,FKTR,CHN,585,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/14/2017,27,,,,
PCS,2017,11,14,FKTR,RBT,482,A,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/14/2017,27,,,,
PCS,2017,11,15,FKTR,CHN,708,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/15/2017,28,,,,
PCS,2017,11,15,FKTR,CHN,545,A,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/15/2017,28,,,,
PCS,2017,11,15,FKTR,CHN,859,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/15/2017,28,,,,
PCS,2017,11,15,FKTR,CHN,555,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/15/2017,28,,,,
PCS,2017,11,16,FKTR,CHN,765,A,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/16/2017,29,,,,
PCS,2017,11,16,FKTR,CHN,768,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/16/2017,29,,,,
PCS,2017,11,16,FKTR,CHN,620,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/16/2017,29,,,,
PCS,2017,11,16,FKTR,CHN,578,A,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/16/2017,29,,,,
PCS,2017,11,17,FKTR,CHN,785,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/17/2017,30,,,,
PCS,2017,11,17,FKTR,CHN,743,A,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/17/2017,30,,,,
PCS,2017,11,21,FKTR,CHN,611,A,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/21/2017,34,,,,
PCS,2017,11,21,FKTR,CHN,665,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/21/2017,34,,,,
PCS,2017,11,22,FKTR,CHN,971,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/22/2017,35,,,,
PCS,2017,11,22,FKTR,CHN,858,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/22/2017,35,,,,
PCS,2017,11,22,FKTR,CHN,685,None,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,11/22/2017,35,,,,
PCS,2017,12,1,FKTR,CHN,787,A,49.08,295.32,235.83,99.17,5,1,1,1,Y,CA,8/29/2017,10/18/2017,12/1/2017,44,,,,
PCS,2018,10,4,FKTR,CHN,515,None,NA,106.84,295.32,235.83,3,3,1,1,Y,MA-AG,8/28/2018,9/26/2018,10/4/2018,8,,,,
PCS,2018,10,4,FKTR,CHN,675,None,NA,106.84,295.32,235.83,3,3,1,1,Y,MA-AG,8/28/2018,9/26/2018,10/4/2018,8,,,,
PCS,2018,10,10,FKTR,CHN,759,None,NA,106.84,295.32,235.83,3,3,1,1,Y,MA-AG,8/28/2018,9/26/2018,10/10/2018,14,,,,
PCS,2018,10,12,FKTR,CHN,720,None,NA,106.84,295.32,235.83,3,3,1,1,Y,MA-AG,8/28/2018,9/26/2018,10/12/2018,16,,,,
PCS,2018,10,23,FKTR,CHN,650,None,NA,106.84,295.32,235.83,3,3,1,1,Y,MA-AG,8/28/2018,9/26/2018,10/23/2018,27,,,,
PCS,2018,10,26,FKTR,CHN,745,None,NA,106.84,295.32,235.83,3,3,3,1,Y,MA-AG,8/28/2018,9/26/2018,10/26/2018,30,,,,
PCS,2018,10,30,FKTR,CHN,575,None,NA,106.84,295.32,235.83,3,3,3,1,Y,MA-AG,8/28/2018,9/26/2018,10/30/2018,34,,,,
PCS,2018,10,30,FKTR,CHN,775,None,NA,106.84,295.32,235.83,3,3,3,1,Y,MA-AG,8/28/2018,9/26/2018,10/30/2018,34,,,,
PCS,2018,10,30,FKTR,CHN,760,A,NA,106.84,295.32,235.83,3,3,3,1,Y,MA-AG,8/28/2018,9/26/2018,10/30/2018,34,,,,
PCS,2018,10,30,FKTR,CHN,745,None,NA,106.84,295.32,235.83,3,3,3,1,Y,MA-AG,8/28/2018,9/26/2018,10/30/2018,34,,,,
PCS,2018,10,31,FKTR,CHN,730,A,NA,106.84,295.32,235.83,3,3,3,1,Y,MA-AG,8/28/2018,9/26/2018,10/31/2018,35,,,,
PCS,2018,11,2,FKTR,CHN,580,None,NA,106.84,295.32,235.83,3,3,3,1,Y,MA-AG,8/28/2018,9/26/2018,11/2/2018,37,,,,
PCS,2018,11,6,FKTR,CHN,920,n/p,NA,106.84,295.32,235.83,3,3,3,1,Y,MA-AG,8/28/2018,9/26/2018,11/6/2018,41,,,,
PCS,2018,11,6,FKTR,CHN,740,n/p,NA,106.84,295.32,235.83,3,3,3,1,Y,MA-AG,8/28/2018,9/26/2018,11/6/2018,41,,,,
PCS,2018,11,6,FKTR,CHN,435,A,NA,106.84,295.32,235.83,3,3,3,1,Y,MA-AG,8/28/2018,9/26/2018,11/6/2018,41,,,,
PCS,2018,11,7,FKTR,CHN,570,None,NA,106.84,295.32,235.83,3,3,3,3,Y,MA-AG,8/28/2018,9/26/2018,11/7/2018,42,,,,
PCS,2018,11,8,FKTR,CHN,778,None,NA,106.84,295.32,235.83,3,3,3,3,Y,MA-AG,8/28/2018,9/26/2018,11/8/2018,43,,,,
PCS,2018,11,8,FKTR,CHN,900,A,NA,106.84,295.32,235.83,3,3,3,3,Y,MA-AG,8/28/2018,9/26/2018,11/8/2018,43,,,,
PCS,2018,11,8,FKTR,CHN,675,None,NA,106.84,295.32,235.83,3,3,3,3,Y,MA-AG,8/28/2018,9/26/2018,11/8/2018,43,,,,
PCS,2018,11,8,FKTR,CHN,800,None,NA,106.84,295.32,235.83,3,3,3,3,Y,MA-AG,8/28/2018,9/26/2018,11/8/2018,43,,,,
PCS,2018,11,8,FKTR,CHN,790,A,NA,106.84,295.32,235.83,3,3,3,3,Y,MA-AG,8/28/2018,9/26/2018,11/8/2018,43,,,,
PCS,2018,11,9,FKTR,CHN,630,None,NA,106.84,295.32,235.83,3,3,3,3,Y,MA-AG,8/28/2018,9/26/2018,11/9/2018,44,,,,
PCS,2018,11,9,FKTR,RBT,620,A,NA,106.84,295.32,235.83,3,3,3,3,Y,MA-AG,8/28/2018,9/26/2018,11/9/2018,44,,,,
PCS,2018,11,29,FKTR,CHN,780,None,NA,106.84,295.32,235.83,3,3,3,3,Y,MA-AG,8/28/2018,9/26/2018,11/29/2018,64,,,,
PCS,2018,11,30,FKTR,CHN,880,None,NA,106.84,295.32,235.83,3,3,3,3,Y,MA-AG,8/28/2018,9/26/2018,11/30/2018,65,,,,
PCS,2018,12,21,FKTR,RBT,593,A,NA,106.84,295.32,235.83,3,3,3,3,Y,MA-AG,8/28/2018,9/26/2018,12/21/2018,86,,,,
PCS,2019,4,25,FKTR,CHN,820,None,NA,49.08,106.84,295.32,5,5,3,3,Y,MA-AG,8/26/2019,9/21/2019,4/25/2019,211,,,,
PCS,2019,5,15,FKTR,CHN,756,None,NA,49.08,106.84,295.32,5,5,3,3,Y,MA-AG,8/26/2019,9/21/2019,5/15/2019,231,,,,
PCS,2019,9,19,FKTR,CHN,680,None,NA,49.08,106.84,295.32,5,5,3,3,Y,MA-AG,8/26/2019,9/21/2019,9/19/2019,358,,,,
PCS,2019,10,10,FKTR,CHN,674,None,NA,49.08,106.84,295.32,5,5,3,3,Y,MA-AG,8/26/2019,9/21/2019,10/10/2019,19,,,,
PCS,2019,10,16,FKTR,CHN,709,None,NA,49.08,106.84,295.32,5,5,3,3,Y,MA-AG,8/26/2019,9/21/2019,10/16/2019,25,,,,
PCS,2019,10,30,FKTR,CHN,785,None,NA,49.08,106.84,295.32,5,5,5,3,Y,MA-AG,8/26/2019,9/21/2019,10/30/2019,39,,,,
PCS,2019,11,5,FKTR,CHN,741,None,NA,49.08,106.84,295.32,5,5,5,3,Y,MA-AG,8/26/2019,9/21/2019,11/5/2019,45,,,,
PCS,2019,11,20,FKTR,CHN,722,None,NA,49.08,106.84,295.32,5,5,5,3,Y,MA-AG,8/26/2019,9/21/2019,11/20/2019,60,,,,
PCS,2019,11,21,FKTR,CHN,813,None,NA,49.08,106.84,295.32,5,5,5,3,Y,MA-AG,8/26/2019,9/21/2019,11/21/2019,61,,,,
PCS,2019,11,22,FKTR,CHN,662,None,NA,49.08,106.84,295.32,5,5,5,3,Y,MA-AG,8/26/2019,9/21/2019,11/22/2019,62,,,,
PCS,2019,11,27,FKTR,CHN,660,None,NA,49.08,106.84,295.32,5,5,5,3,Y,MA-AG,8/26/2019,9/21/2019,11/27/2019,67,,,,
PCS,2019,12,3,FKTR,RBT,420,A,NA,49.08,106.84,295.32,5,5,5,3,Y,MA-AG,8/26/2019,9/21/2019,12/3/2019,73,,,,
