Date,LIS_DailyAvgInstFlow,LIS_DailyAvgNetFlow,SR_DailyAvgNetFlow
2015-04-16,82.1,89.7,NA
2015-04-17,110,96.8,NA
2015-04-18,87.4,92.9,NA
2015-04-19,105,100,NA
2015-04-20,89.6,97.5,NA
2015-04-21,104,111,NA
2015-04-22,123,119,NA
2015-04-23,87.6,93.3,NA
2015-04-24,80.6,74.1,NA
2015-04-25,64.8,70.8,NA
2015-04-26,104,97.6,NA
2015-04-27,87.5,86,NA
2015-04-28,70,64.2,NA
2015-04-29,47.8,48.2,NA
2015-04-30,22.9,22.7,NA
2015-05-01,1.94,-7.36,NA
2015-05-02,-27.2,-26.2,NA
2015-05-03,-41.5,-31,NA
2015-05-04,-11,-14,NA
2015-05-05,-13.9,-15.4,NA
2015-05-06,-37.5,-30.3,NA
2015-05-07,-37.3,-35.4,NA
2015-05-08,-34,-28.6,NA
2015-05-09,-15.6,-16.7,NA
2015-05-10,-2.73,-8.99,NA
2015-05-11,-14,-21,NA
2015-05-12,-34.1,-36.8,NA
2015-05-13,-37.1,-36.8,NA
2015-05-14,-32,-37.2,NA
2015-05-15,-48.2,-45.9,NA
2015-05-16,-49.4,-49.7,NA
2015-05-17,-58.8,-53.8,NA
2015-05-18,-51.7,-51.7,NA
2015-05-19,-65.4,-63.1,NA
2015-05-20,-88.1,-70.3,NA
2015-05-21,-37.3,-41.6,NA
2015-05-22,-32.2,-27.6,NA
2015-05-23,-10.8,-20.4,NA
2015-05-24,-33.7,-32.9,NA
2015-05-25,-32.8,-33.3,NA
2015-05-26,-0.765,-6.35,NA
2015-05-27,15.5,1.58,NA
2015-05-28,-17.5,-23.2,NA
2015-05-29,-47.3,-46.6,NA
2015-05-30,-52.8,-52.6,NA
2015-05-31,-60.5,-48.6,NA
2015-06-01,-16.8,-22.4,NA
2015-06-02,-21.5,-24.8,NA
2015-06-03,-54.1,-38.6,NA
2015-06-04,-36.6,-42.6,NA
2015-06-05,-65.3,-52.6,NA
2015-06-06,-53.1,-41.7,NA
2015-06-07,-24.2,-32.9,NA
2015-06-08,-45.5,-51.6,NA
2015-06-09,-85.4,-79.5,NA
2015-06-10,-57.2,-74.3,NA
2015-06-11,-71.4,NA,NA
2015-06-12,NA,NA,NA
2015-06-13,-99.9,NA,NA
2015-06-14,-78.6,-73.1,NA
2015-06-15,-43.6,-42.8,NA
2015-06-16,-38.1,-36.6,NA
2015-06-17,-63.5,-50,NA
2015-06-18,-55.3,-50.2,NA
2015-06-19,-57.7,-53.1,NA
2015-06-20,-69.9,-66,NA
2015-06-21,-75,-67.4,NA
2015-06-22,-38.6,-48.4,NA
2015-06-23,-52.2,-53.9,NA
2015-06-24,-56,-64.7,NA
2015-06-25,-83,-85.3,NA
2015-06-26,-97.1,-103,NA
2015-06-27,-108,-108,NA
2015-06-28,-93.8,-99.4,NA
2015-06-29,-87.3,-92.4,NA
2015-06-30,-92.7,-92.1,NA
2015-07-01,-110,-104,NA
2015-07-02,-121,-112,NA
2015-07-03,-104,-100,NA
2015-07-04,-103,-94.3,NA
2015-07-05,-99.5,-81.4,NA
2015-07-06,-55.6,-60,NA
2015-07-07,-67.2,-71.5,NA
2015-07-08,-92.3,-95.8,NA
2015-07-09,-86,-97.1,NA
2015-07-10,-68.3,-81.7,NA
2015-07-11,-80,-86.2,NA
2015-07-12,-95.3,-97.5,NA
2015-07-13,-91.4,-94,NA
2015-07-14,-101,-92.8,NA
2015-07-15,-95.5,-92.1,NA
2015-07-16,-97.6,-88,NA
2015-07-17,-98.3,-90.4,NA
2015-07-18,-90.7,-79.7,NA
2015-07-19,-62.5,-65.9,NA
2015-07-20,-94.1,-86.4,NA
2015-07-21,-110,-105,NA
2015-07-22,-114,-105,NA
2015-07-23,-66.4,-81.7,NA
2015-07-24,-61.8,-73.2,NA
2015-07-25,-80.1,-89.6,NA
2015-07-26,-111,-118,NA
2015-07-27,-116,-124,NA
2015-07-28,-109,-115,NA
2015-07-29,-112,-117,NA
2015-07-30,-132,-120,NA
2015-07-31,-127,-118,NA
2015-08-01,-109,-102,NA
2015-08-02,-89.7,-81.6,NA
2015-08-03,-84,-72,NA
2015-08-04,-72.6,-67,NA
2015-08-05,-59.4,-63.5,NA
2015-08-06,-71.3,-75.7,NA
2015-08-07,-96.5,-98.9,NA
2015-08-08,-72.3,-90.6,NA
2015-08-09,-76.8,-86.6,NA
2015-08-10,-94.1,-91.2,NA
2015-08-11,-59.4,-55.1,NA
2015-08-12,-3.14,4.3,NA
2015-08-13,53.7,40.7,NA
2015-08-14,-2.89,0.864,NA
2015-08-15,-52.2,-40.2,NA
2015-08-16,-48.6,-44.3,NA
2015-08-17,-44.1,-43.9,NA
2015-08-18,-57.1,-45.4,NA
2015-08-19,-36.6,-29.7,NA
2015-08-20,-20.1,-5.73,NA
2015-08-21,73.4,85.7,NA
2015-08-22,224,215,NA
2015-08-23,328,302,NA
2015-08-24,373,331,NA
2015-08-25,211,211,NA
2015-08-26,75,80,NA
2015-08-27,31.2,42.1,NA
2015-08-28,76.3,88.7,NA
2015-08-29,192,179,NA
2015-08-30,201,209,NA
2015-08-31,192,200,NA
2015-09-01,204,209,NA
2015-09-02,212,217,NA
2015-09-03,202,204,NA
2015-09-04,193,204,NA
2015-09-05,279,267,NA
2015-09-06,348,330,NA
2015-09-07,339,336,NA
2015-09-08,332,330,NA
2015-09-09,337,338,NA
2015-09-10,337,338,NA
2015-09-11,348,351,NA
2015-09-12,378,374,NA
2015-09-13,383,NA,NA
2015-09-14,NA,NA,NA
2015-09-15,NA,NA,NA
2015-09-16,NA,NA,NA
2015-09-17,325,NA,NA
2015-09-18,288,297,NA
2015-09-19,278,282,NA
2015-09-20,248,254,NA
2015-09-21,213,211,NA
2015-09-22,162,155,NA
2015-09-23,155,131,NA
2015-09-24,119,121,NA
2015-09-25,128,120,NA
2015-09-26,85.1,85.7,NA
2015-09-27,49,57.2,NA
2015-09-28,35.8,42.2,NA
2015-09-29,13.4,24.5,NA
2015-09-30,11,17.4,7710
2015-10-01,-6.33,5.16,7580
2015-10-02,-17.1,-11.5,7460
2015-10-03,-64.4,-39.9,7050
2015-10-04,-10.4,-34.6,7260
2015-10-05,-10.2,-35.6,7300
2015-10-06,-22.7,-40.7,7300
2015-10-07,-40.7,-41.8,7310
2015-10-08,-49.5,-45.9,7350
2015-10-09,-59.1,-57.9,7250
2015-10-10,-84.6,-76.1,6970
2015-10-11,-76.5,-76.5,7170
2015-10-12,-76.8,-76.8,7320
2015-10-13,-89.8,-83.3,7100
2015-10-14,-80.9,-77.6,6870
2015-10-15,-72.4,-68.7,7040
2015-10-16,-77.2,-72.6,7120
2015-10-17,-80.5,-71.3,7150
2015-10-18,-64.2,-61.5,7330
2015-10-19,-56.1,-58.5,7470
2015-10-20,-39.2,-51.6,7440
2015-10-21,-50.8,-64.9,7090
2015-10-22,-65.1,-73.7,7040
2015-10-23,-57.5,-61.6,6930
2015-10-24,-58.4,-58,6640
2015-10-25,-67.2,-61.9,6380
2015-10-26,-62.5,-61.4,6330
2015-10-27,-79,-73.2,6270
2015-10-28,-95.5,-82.1,6340
2015-10-29,-63.6,-66.8,6600
2015-10-30,-64.2,-63.9,6470
2015-10-31,-98.4,-84.8,6220
2015-11-01,-94.5,-95.7,6360
2015-11-02,-106,-100,6450
2015-11-03,-54.6,-78.7,6770
2015-11-04,-55.1,-63.1,6620
2015-11-05,-65.7,-75.5,6030
2015-11-06,-92.1,-92.2,5750
2015-11-07,-106,-101,5630
2015-11-08,-111,-108,5610
2015-11-09,-114,-103,5970
2015-11-10,-67,-76.2,6450
2015-11-11,-77.7,-72.4,6420
2015-11-12,-81.8,-76.4,6340
2015-11-13,-57.1,-64.1,6300
2015-11-14,-98.1,-84.2,5940
2015-11-15,-147,-111,6000
2015-11-16,21.1,-28.2,6940
2015-11-17,-3.69,-3.08,6410
2015-11-18,-11.7,-10.6,6050
2015-11-19,-16,-20.6,5950
2015-11-20,-33.9,-36.4,5830
2015-11-21,-37.5,-42.8,5810
2015-11-22,-56.7,-62.6,5600
2015-11-23,-112,-95.7,5420
2015-11-24,-97.6,-88.2,5600
2015-11-25,-20.9,-31.6,6240
2015-11-26,-11.9,-2.87,6380
2015-11-27,-21.2,-15.4,6280
2015-11-28,-28.3,-29.9,6110
2015-11-29,-35.2,-26.5,6160
2015-11-30,-2.18,-14.1,6240
2015-12-01,-18,-13.6,6230
2015-12-02,16.6,2.87,6420
2015-12-03,0.371,6.32,6590
2015-12-04,31.5,27.3,7260
2015-12-05,37.8,32.8,7500
2015-12-06,18.7,23.4,7530
2015-12-07,32.8,30.5,7800
2015-12-08,31.7,32.4,7860
2015-12-09,25.8,24,7720
2015-12-10,1.02,13.7,7680
2015-12-11,17.5,19.6,8260
2015-12-12,22,19.2,9100
2015-12-13,35.6,47,10000
2015-12-14,106,87.3,10500
2015-12-15,45.4,47,10000
2015-12-16,12,17.1,10200
2015-12-17,21.7,19.5,9420
2015-12-18,40.7,39,8190
2015-12-19,73.5,65.5,8110
2015-12-20,74.5,76.4,9490
2015-12-21,105,99.7,12600
2015-12-22,139,132,14300
2015-12-23,134,140,17700
2015-12-24,120,133,22300
2015-12-25,152,151,22100
2015-12-26,152,146,18000
2015-12-27,110,117,14000
2015-12-28,108,109,11500
2015-12-29,116,112,10300
2015-12-30,109,101,9450
2015-12-31,83.2,87.9,8700
2016-01-01,86.9,86.1,8200
2016-01-02,89.6,86.1,7670
2016-01-03,81.5,80.9,7230
2016-01-04,74.8,72.8,7200
2016-01-05,119,109,8230
2016-01-06,167,184,10200
2016-01-07,257,237,16200
2016-01-08,198,215,23400
2016-01-09,227,228,25100
2016-01-10,240,237,21800
2016-01-11,202,204,18500
2016-01-12,150,160,17100
2016-01-13,148,158,15900
2016-01-14,188,175,15200
2016-01-15,170,164,17300
2016-01-16,145,157,22000
2016-01-17,296,365,25700
2016-01-18,917,882,29700
2016-01-19,1360,1310,35700
2016-01-20,1610,1540,40100
2016-01-21,1390,1490,44200
2016-01-22,1610,1580,48600
2016-01-23,1570,1580,50000
2016-01-24,1570,1520,49000
2016-01-25,1280,1330,48100
2016-01-26,1220,1210,47200
2016-01-27,1080,1060,44800
2016-01-28,931,908,40100
2016-01-29,649,678,34500
2016-01-30,537,552,32500
2016-01-31,511,502,38100
2016-02-01,440,509,42000
2016-02-02,802,800,41200
2016-02-03,1120,1010,37500
2016-02-04,824,829,32200
2016-02-05,522,540,27900
2016-02-06,244,286,24700
2016-02-07,230,232,22100
2016-02-08,238,225,20000
2016-02-09,185,198,18700
2016-02-10,204,192,18500
2016-02-11,180,177,18300
2016-02-12,152,148,17700
2016-02-13,86.1,94,17400
2016-02-14,49.5,NA,17200
2016-02-15,NA,NA,16700
2016-02-16,NA,NA,15700
2016-02-17,96.2,NA,15000
2016-02-18,122,NA,15800
2016-02-19,NA,NA,16300
2016-02-20,73.8,NA,16800
2016-02-21,48.4,NA,17600
2016-02-22,NA,NA,18200
2016-02-23,NA,NA,19700
2016-02-24,NA,NA,20500
2016-02-25,136,NA,19500
2016-02-26,99.5,106,18100
2016-02-27,91.2,90.7,17000
2016-02-28,80,84.3,16100
2016-02-29,72.1,74.4,15400
2016-03-01,72,64.6,14500
2016-03-02,46.4,55.5,13800
2016-03-03,82.9,76.8,13600
2016-03-04,103,110,14500
2016-03-05,163,211,17200
2016-03-06,543,586,24100
2016-03-07,1170,1150,38400
2016-03-08,1700,1640,52900
2016-03-09,1910,1900,61300
2016-03-10,2040,2050,63800
2016-03-11,2320,2340,64900
2016-03-12,2770,NA,70100
2016-03-13,NA,NA,77000
2016-03-14,NA,NA,80900
2016-03-15,NA,NA,82000
2016-03-16,NA,NA,80000
2016-03-17,NA,NA,77000
2016-03-18,NA,NA,75400
2016-03-19,NA,NA,72800
2016-03-20,NA,NA,68900
2016-03-21,NA,NA,66200
2016-03-22,NA,NA,64700
2016-03-23,NA,NA,64200
2016-03-24,NA,NA,63100
2016-03-25,NA,NA,60200
2016-03-26,NA,NA,57600
2016-03-27,2850,NA,55000
2016-03-28,2610,2600,50800
2016-03-29,2310,2290,45900
2016-03-30,1910,1940,40700
2016-03-31,1680,1660,36000
2016-04-01,1390,1390,32100
2016-04-02,1140,1150,28900
2016-04-03,986,997,26300
2016-04-04,872,896,24600
2016-04-05,968,979,23500
2016-04-06,1120,1110,22800
2016-04-07,1110,1110,21800
2016-04-08,1060,1030,21100
2016-04-09,843,855,20900
2016-04-10,710,713,21100
2016-04-11,611,617,21100
2016-04-12,546,552,20900
2016-04-13,522,516,20600
2016-04-14,477,477,20100
2016-04-15,449,448,20100
2016-04-16,402,407,19900
2016-04-17,361,362,19600
2016-04-18,330,332,18900
2016-04-19,354,344,18100
2016-04-20,336,337,17100
2016-04-21,311,312,16100
2016-04-22,292,297,15400
2016-04-23,294,295,15400
2016-04-24,299,302,15000
2016-04-25,309,300,15200
2016-04-26,276,283,14800
2016-04-27,289,286,14000
2016-04-28,258,260,13300
2016-04-29,213,218,12500
2016-04-30,195,186,11900
2016-05-01,134,146,11100
2016-05-02,165,158,10500
2016-05-03,163,156,9980
2016-05-04,134,136,9820
2016-05-05,135,130,10300
2016-05-06,113,113,11000
2016-05-07,106,114,12000
2016-05-08,144,142,13300
2016-05-09,140,142,14600
2016-05-10,118,126,15400
2016-05-11,114,114,15700
2016-05-12,95.4,89.3,15300
2016-05-13,70.5,70.8,14300
2016-05-14,73.5,67,13700
2016-05-15,41.4,46.9,13200
2016-05-16,44.2,41.7,13000
2016-05-17,27.2,24.4,13000
2016-05-18,1,-4.12,12600
2016-05-19,1.21,5,12400
2016-05-20,27.9,35,13000
2016-05-21,74,68.1,14200
2016-05-22,57.2,56.3,15000
2016-05-23,23.7,34.5,15600
2016-05-24,39.2,41.5,16200
2016-05-25,43.1,43.7,16500
2016-05-26,34.4,34.1,15900
2016-05-27,15,14.7,14500
2016-05-28,8.4,4.68,13500
2016-05-29,11.5,16.3,12900
2016-05-30,49.7,36.2,12500
2016-05-31,28.9,22.2,12200
2016-06-01,-14.2,-12.6,11600
2016-06-02,-38.8,-33.9,11200
2016-06-03,-34.2,-36.4,11100
2016-06-04,-52,-55.7,11600
2016-06-05,-61.8,-60.1,12500
2016-06-06,-61.9,-49.4,12900
2016-06-07,-28.2,-22.5,13300
2016-06-08,-8.7,0.462,13400
2016-06-09,18.1,9.15,13500
2016-06-10,-10.3,-8.74,13700
2016-06-11,-22.4,-30.3,13400
2016-06-12,-46.5,-45.4,12700
2016-06-13,-28.6,-32.8,12600
2016-06-14,-5.09,-16.7,12800
2016-06-15,-24.6,-18,12900
2016-06-16,-1.86,-14.9,13300
2016-06-17,-41.3,-33.8,13300
2016-06-18,-36.5,-32.2,13600
2016-06-19,-26.2,-30.2,13900
2016-06-20,-30.1,-29.3,14800
2016-06-21,-19.8,-15.4,15900
2016-06-22,4.51,13.1,16200
2016-06-23,24.1,29.2,16200
2016-06-24,26.5,22.5,16000
2016-06-25,-4.35,7.25,15500
2016-06-26,16.8,4.32,15200
2016-06-27,-0.949,-2.79,15100
2016-06-28,-1.33,-11.3,14800
2016-06-29,-23.1,-27.1,15400
2016-06-30,-36.8,-47.8,16800
2016-07-01,-78.1,-77.3,17000
2016-07-02,-82.4,-81.2,17000
2016-07-03,-69.1,-71.6,17200
2016-07-04,-87.6,-78.8,17400
2016-07-05,-95.5,-85.9,17800
2016-07-06,-104,-93.2,18200
2016-07-07,-97.6,-86.2,18200
2016-07-08,-68.5,-65.8,18200
2016-07-09,-64.3,-62.9,18100
2016-07-10,-47.3,-56,18300
2016-07-11,-61.7,-65,18700
2016-07-12,-61.4,-72.5,18800
2016-07-13,-68.3,-57.1,18800
2016-07-14,39.8,51,18700
2016-07-15,216,192,18300
2016-07-16,252,242,18100
2016-07-17,272,274,18100
2016-07-18,309,315,18400
2016-07-19,328,329,18700
2016-07-20,329,329,18600
2016-07-21,342,347,18700
2016-07-22,353,367,18800
2016-07-23,432,432,18700
2016-07-24,506,505,18800
2016-07-25,548,538,18900
2016-07-26,521,524,19000
2016-07-27,502,504,19000
2016-07-28,495,465,19000
2016-07-29,343,338,19300
2016-07-30,209,215,19500
2016-07-31,173,180,19400
2016-08-01,175,161,19500
2016-08-02,77.7,78,19600
2016-08-03,-30.1,-10.3,19500
2016-08-04,-62.5,-42.7,19400
2016-08-05,-33.1,-36.1,19600
2016-08-06,-60.5,-46.3,19500
2016-08-07,-51.8,-52.8,19500
2016-08-08,-69.4,-61.8,19700
2016-08-09,-65.1,-70.4,19600
2016-08-10,-70.5,-66.8,19600
2016-08-11,-25.6,-39.1,19800
2016-08-12,-5.09,-25.9,19800
2016-08-13,-25.2,-33.2,19900
2016-08-14,-38.2,-41.7,19700
2016-08-15,-34.7,-32.4,19500
2016-08-16,-22.8,-22.9,19300
2016-08-17,-27.2,-24.1,19000
2016-08-18,-26.3,-25.8,18200
2016-08-19,-52.6,NA,17700
2016-08-20,NA,NA,17400
2016-08-21,-45.6,NA,17200
2016-08-22,-48.4,-38.1,17300
2016-08-23,-44.3,-36.5,17500
2016-08-24,-15.7,-20.6,17700
2016-08-25,-1.38,-13.9,17800
2016-08-26,1.44,-7.34,17800
2016-08-27,36.8,13.1,18100
2016-08-28,23.4,12.8,18400
2016-08-29,-1.36,4.34,18800
2016-08-30,-4.48,-1.26,18900
2016-08-31,-13.1,-4.9,19100
2016-09-01,-4.32,-6.94,19300
2016-09-02,-29,-20.7,19300
2016-09-03,-32,-20.3,19100
2016-09-04,-0.448,-3.45,18800
2016-09-05,-13.6,-4.48,18700
2016-09-06,-8.21,-8,18500
2016-09-07,-8.08,-4.06,18300
2016-09-08,-14.6,0.766,18400
2016-09-09,23.1,10.7,18500
2016-09-10,38.8,18.2,18200
2016-09-11,22.6,16.1,17800
2016-09-12,30.9,24.2,17600
2016-09-13,35,25.1,17700
2016-09-14,5.16,9.7,17500
2016-09-15,0.406,2,17100
2016-09-16,-9.23,1.33,17000
2016-09-17,28.2,29.4,16800
2016-09-18,25.7,26.1,16400
2016-09-19,-21.8,-11.4,16000
2016-09-20,-55.3,-35.4,15600
2016-09-21,-44.2,-26.2,15300
2016-09-22,35.9,9.75,15500
2016-09-23,3.78,-9.71,15300
2016-09-24,-28.9,-40.7,14800
2016-09-25,-37.7,-45.2,14200
2016-09-26,-49.3,-53.9,13900
2016-09-27,-66.4,-63,13700
2016-09-28,-64.3,-58.8,13300
2016-09-29,-33.7,-31.9,13200
2016-09-30,-10.3,-9.1,13100
2016-10-01,-11.3,-13,13300
2016-10-02,-42.9,-31.9,13300
2016-10-03,-25.8,-31.8,13400
2016-10-04,-43.7,-36.1,13100
2016-10-05,-38.9,-38.4,13000
2016-10-06,-40.5,-38.9,12700
2016-10-07,-40.4,-39.6,12300
2016-10-08,-45.1,-43.7,11900
2016-10-09,-36.4,-43.7,11600
2016-10-10,-32,-39.4,11500
2016-10-11,-26.1,-33.7,11500
2016-10-12,-29.9,-35.6,11500
2016-10-13,-63.1,-54,11100
2016-10-14,-62.9,-60.5,10800
2016-10-15,-68.3,-62.8,10700
2016-10-16,-60.8,-54.2,11500
2016-10-17,-23.1,-21.7,12300
2016-10-18,-11.6,-12.1,11900
2016-10-19,-29.5,-26.5,11200
2016-10-20,-44,-37.1,10500
2016-10-21,-37,-35.4,9670
2016-10-22,-25.9,-31.3,9260
2016-10-23,-7.67,-23.8,8980
2016-10-24,-17.8,-26.7,8840
2016-10-25,-28.5,-24.2,8980
2016-10-26,-20.9,-23,9220
2016-10-27,-26.2,-14.8,10600
2016-10-28,22,16,12800
2016-10-29,14.6,14.7,13600
2016-10-30,-3.62,7.16,14300
2016-10-31,31.3,25.5,15300
2016-11-01,20.8,23.5,15700
2016-11-02,18.7,18,16600
2016-11-03,-7.48,-3.24,17800
2016-11-04,-22.3,-17.9,17900
2016-11-05,-21.9,-18.2,16700
2016-11-06,-6.4,-13.7,15100
2016-11-07,-16.5,-20.7,13700
2016-11-08,-25.4,-32.1,12500
2016-11-09,-37.4,-37.8,12200
2016-11-10,-32,-30.1,12000
2016-11-11,-3.45,-11,11500
2016-11-12,-8.01,-6.68,11100
2016-11-13,-24.4,-17.4,11100
2016-11-14,-6.23,-5.9,11000
2016-11-15,-24.7,-16,10800
2016-11-16,-37.7,-31.2,11000
2016-11-17,-6.68,-14.4,11100
2016-11-18,-12.8,-13.2,10900
2016-11-19,-19.7,-16.5,11000
2016-11-20,5.16,3.12,12200
2016-11-21,47.8,42,14600
2016-11-22,87.8,80.4,18800
2016-11-23,82.1,83.1,21800
2016-11-24,74.1,72.3,21200
2016-11-25,57.3,56.6,19400
2016-11-26,24.9,37.5,18100
2016-11-27,46.3,42.9,17700
2016-11-28,62.3,58,18300
2016-11-29,58.7,61.8,19800
2016-11-30,80.8,80.2,20100
2016-12-01,84.8,85.5,18900
2016-12-02,78.9,75.4,17700
2016-12-03,58.4,61.5,16400
2016-12-04,42.5,45.3,15400
2016-12-05,39.3,36.5,14700
2016-12-06,36.2,39.3,14100
2016-12-07,67,66.6,13800
2016-12-08,91.7,77.9,13700
2016-12-09,19.8,26.2,14100
2016-12-10,5.45,15.3,16600
2016-12-11,49,40.8,27200
2016-12-12,49.4,82.2,39500
2016-12-13,308,399,42100
2016-12-14,1140,1040,43100
2016-12-15,1500,1510,51400
2016-12-16,1800,1830,67300
2016-12-17,2300,2300,77400
2016-12-18,3080,NA,81700
2016-12-19,NA,NA,80800
2016-12-20,NA,NA,76800
2016-12-21,NA,NA,70900
2016-12-22,NA,NA,63600
2016-12-23,NA,NA,55700
2016-12-24,NA,NA,48800
2016-12-25,NA,NA,45100
2016-12-26,2260,NA,43500
2016-12-27,1950,1950,40700
2016-12-28,1610,1610,36700
2016-12-29,1230,1240,33200
2016-12-30,918,928,29900
2016-12-31,704,726,26900
2017-01-01,640,603,24800
2017-01-02,454,473,22500
2017-01-03,447,470,21000
2017-01-04,451,NA,23500
2017-01-05,NA,NA,33600
2017-01-06,1120,NA,49100
2017-01-07,1840,1780,60400
2017-01-08,2450,NA,70500
2017-01-09,NA,NA,82000
2017-01-10,NA,NA,90200
2017-01-11,NA,NA,91900
2017-01-12,NA,NA,89500
2017-01-13,NA,NA,86000
2017-01-14,NA,NA,82500
2017-01-15,NA,NA,80200
2017-01-16,NA,NA,80200
2017-01-17,NA,NA,78500
2017-01-18,NA,NA,78500
2017-01-19,NA,NA,79700
2017-01-20,NA,NA,79700
2017-01-21,NA,NA,78400
2017-01-22,NA,NA,76000
2017-01-23,NA,NA,74900
2017-01-24,NA,NA,73400
2017-01-25,NA,NA,72600
2017-01-26,NA,NA,71100
2017-01-27,NA,NA,70500
2017-01-28,NA,NA,69300
2017-01-29,NA,NA,68400
2017-01-30,NA,NA,67500
2017-01-31,NA,NA,66100
2017-02-01,NA,NA,65900
2017-02-02,NA,NA,67600
2017-02-03,NA,NA,69400
2017-02-04,NA,NA,72300
2017-02-05,NA,NA,76900
2017-02-06,NA,NA,81600
2017-02-07,NA,NA,89800
2017-02-08,NA,NA,95200
2017-02-09,NA,NA,96200
2017-02-10,NA,NA,94000
2017-02-11,NA,NA,91600
2017-02-12,NA,NA,91500
2017-02-13,NA,NA,88400
2017-02-14,NA,NA,83400
2017-02-15,NA,NA,81800
2017-02-16,NA,NA,82100
2017-02-17,NA,NA,82200
2017-02-18,NA,NA,82300
2017-02-19,NA,NA,82000
2017-02-20,NA,NA,82100
2017-02-21,NA,NA,82500
2017-02-22,NA,NA,81600
2017-02-23,NA,NA,80900
2017-02-24,NA,NA,80900
2017-02-25,NA,NA,79900
2017-02-26,NA,NA,79700
2017-02-27,NA,NA,79400
2017-02-28,NA,NA,77800
2017-03-01,NA,NA,75500
2017-03-02,NA,NA,74200
2017-03-03,NA,NA,74100
2017-03-04,NA,NA,73900
2017-03-05,NA,NA,72400
2017-03-06,NA,NA,71400
2017-03-07,NA,NA,69600
2017-03-08,NA,NA,67500
2017-03-09,NA,NA,66100
2017-03-10,NA,NA,64800
2017-03-11,NA,NA,64200
2017-03-12,NA,NA,63000
2017-03-13,NA,NA,61900
2017-03-14,NA,NA,60400
2017-03-15,NA,NA,58900
2017-03-16,NA,NA,56000
2017-03-17,NA,NA,53200
2017-03-18,NA,NA,54200
2017-03-19,NA,NA,59800
2017-03-20,NA,NA,65600
2017-03-21,NA,NA,68100
2017-03-22,NA,NA,68900
2017-03-23,NA,NA,69300
2017-03-24,NA,NA,69200
2017-03-25,NA,NA,68300
2017-03-26,NA,NA,68900
2017-03-27,NA,NA,69000
2017-03-28,NA,NA,71500
2017-03-29,NA,NA,73600
2017-03-30,NA,NA,70100
2017-03-31,NA,NA,66300
2017-04-01,NA,NA,64000
2017-04-02,NA,NA,60100
2017-04-03,NA,NA,56100
2017-04-04,NA,NA,53400
2017-04-05,NA,NA,50600
2017-04-06,NA,NA,48900
2017-04-07,NA,NA,50400
2017-04-08,NA,NA,56600
2017-04-09,NA,NA,64700
2017-04-10,NA,NA,67900
2017-04-11,NA,NA,68200
2017-04-12,NA,NA,68300
2017-04-13,NA,NA,67900
2017-04-14,NA,NA,67000
2017-04-15,NA,NA,68100
2017-04-16,NA,NA,70100
2017-04-17,NA,NA,71100
2017-04-18,NA,NA,71900
2017-04-19,NA,NA,73100
2017-04-20,NA,NA,73800
2017-04-21,NA,NA,74600
2017-04-22,NA,NA,75700
2017-04-23,NA,NA,75900
2017-04-24,NA,NA,76100
2017-04-25,NA,NA,75800
2017-04-26,NA,NA,75700
2017-04-27,NA,NA,74000
2017-04-28,NA,NA,72700
2017-04-29,NA,NA,73500
2017-04-30,NA,NA,73900
2017-05-01,NA,NA,72200
2017-05-02,NA,NA,71100
2017-05-03,NA,NA,69300
2017-05-04,NA,NA,65800
2017-05-05,NA,NA,61100
2017-05-06,NA,NA,55600
2017-05-07,NA,NA,50700
2017-05-08,2440,NA,45900
2017-05-09,2020,1990,42000
2017-05-10,1410,1460,41000
2017-05-11,1080,1100,44800
2017-05-12,881,860,50300
2017-05-13,574,612,54100
2017-05-14,485,492,56100
2017-05-15,457,456,56400
2017-05-16,428,439,55300
2017-05-17,451,453,52700
2017-05-18,495,481,50400
2017-05-19,465,450,48800
2017-05-20,324,327,46100
2017-05-21,227,229,42600
2017-05-22,203,219,40700
2017-05-23,304,287,39500
2017-05-24,339,340,38500
2017-05-25,412,411,37700
2017-05-26,455,457,36900
2017-05-27,451,457,35500
2017-05-28,462,454,34300
2017-05-29,398,419,34100
2017-05-30,441,456,34400
2017-05-31,552,545,34800
2017-06-01,634,625,35200
2017-06-02,691,680,35400
2017-06-03,693,681,36900
2017-06-04,632,644,39400
2017-06-05,635,630,40000
2017-06-06,613,588,40100
2017-06-07,454,475,39400
2017-06-08,423,430,37600
2017-06-09,422,431,35500
2017-06-10,457,444,33400
2017-06-11,414,412,31300
2017-06-12,357,367,29700
2017-06-13,326,329,28000
2017-06-14,305,306,26500
2017-06-15,283,286,25000
2017-06-16,250,246,23300
2017-06-17,218,216,21700
2017-06-18,210,201,20700
2017-06-19,161,155,20200
2017-06-20,108,103,19700
2017-06-21,85.5,85.7,19100
2017-06-22,86.5,77.4,18500
2017-06-23,64.1,59.2,17900
2017-06-24,18.3,30.3,17000
2017-06-25,8.89,24,16200
2017-06-26,19.4,30.8,15800
2017-06-27,18.8,28.7,15800
2017-06-28,30.8,33.4,15700
2017-06-29,54.4,47.5,15300
2017-06-30,52.3,47.2,14700
2017-07-01,69.9,56.1,14400
2017-07-02,56.6,51.3,13800
2017-07-03,36.5,30.6,13300
2017-07-04,19,14.6,13000
2017-07-05,-4.79,-3.11,13000
2017-07-06,-27.3,-26.7,13000
2017-07-07,-52.8,-41,12900
2017-07-08,-32.9,-37.6,12700
2017-07-09,-30.2,-29.2,12700
